,Conformance %,System Outage (hrs),Unplanned out %,Shrinkage %,aht,Attrition %
2019,0.9353528116832153,0.8664203613054188,0.05255852842809358,0.3384782608695653,604.624853480886,0.0400681362088123
2020,0.9546610001049862,9.273366556121262,0.03268022181146018,0.33330868761552684,700.9255607262447,0.03702625621899221
2020,2.0642679618426474,970.3080133238398,-37.8212769861495,-1.5272984565559922,15.927348452672074,-7.5917681171081774
