,date,month,year,bu,Conformance CALC,System Outage (hrs),Unplanned out % CALC,Shrinkage % CALC,aht,Attrition %
1229,2019-06-25,June,2019,RIS,0.955408701,0.0,1%,34%,580.0,0.019047619
1230,2019-06-25,June,2019,SCS,#DIV/0!,0.0,9%,44%,,
1231,2019-06-25,June,2019,WISE,0.938684392,0.0,2%,33%,565.6226549175668,0.006535948000000001
1232,2019-06-26,June,2019,Client Transactions,0.877187671,0.0,3%,28%,339.20512820512823,0.046511628
1233,2019-06-26,June,2019,Participant Transactions,0.932681765,0.0,3%,35%,564.6318312559923,0.036363636
1234,2019-06-26,June,2019,RAM,0.955538701,0.0,6%,28%,1172.807187284036,0.022222222000000003
1235,2019-06-26,June,2019,RCS PHONES,#DIV/0!,0.0,1%,36%,,0.105263158
1236,2019-06-26,June,2019,RIS,0.943238826,0.333333333,2%,35%,594.0,0.019047619
1237,2019-06-26,June,2019,SCS,#DIV/0!,0.0,7%,42%,,
1238,2019-06-26,June,2019,WISE,0.928070785,0.333333333,4%,35%,549.9938791124713,0.006535948000000001
1239,2019-06-27,June,2019,Client Transactions,0.82662486,0.0,2%,23%,416.90228013029315,0.046511628
1240,2019-06-27,June,2019,Participant Transactions,0.867089961,0.0,4%,33%,493.6891352549889,0.036363636
1241,2019-06-27,June,2019,RAM,0.969828073,0.0,1%,34%,1199.8298267326732,0.022222222000000003
1242,2019-06-27,June,2019,RCS PHONES,#DIV/0!,0.0,3%,39%,,0.105263158
1243,2019-06-27,June,2019,RIS,0.993024919,0.283333333,4%,32%,618.0,0.019047619
1244,2019-06-27,June,2019,SCS,#DIV/0!,0.9,3%,44%,,
1245,2019-06-27,June,2019,WISE,0.953244838,2.566666667,3%,36%,549.5265500794912,0.006535948000000001
1246,2019-06-28,June,2019,Client Transactions,0.854700575,0.0,2%,24%,301.7934693877551,0.046511628
1247,2019-06-28,June,2019,Participant Transactions,0.90593875,0.0,1%,31%,495.2388114453412,0.036363636
1248,2019-06-28,June,2019,RAM,0.95699276,0.0,7%,27%,1198.0611995104039,0.022222222000000003
1249,2019-06-28,June,2019,RCS PHONES,#DIV/0!,0.0,3%,42%,,0.105263158
1250,2019-06-28,June,2019,RIS,0.976422981,2.75,8%,37%,595.0,0.019047619
1251,2019-06-28,June,2019,SCS,#DIV/0!,0.0,5%,44%,,
1252,2019-06-28,June,2019,WISE,0.957597512,3.333333333,4%,32%,570.1065426170468,0.006535948000000001
1267,2019-07-01,July,2019,Client Transactions,0.808844552,0.0,6%,30%,273.6085271317829,0.047619048
1268,2019-07-01,July,2019,Participant Transactions,0.811265119,0.0,6%,22%,453.52062163777646,0.038461538
1269,2019-07-01,July,2019,RAM,0.974990026,0.0,5%,18%,1012.74375,0.023255814
1270,2019-07-01,July,2019,RCS PHONES,#DIV/0!,0.0,7%,32%,,0.111111111
1271,2019-07-01,July,2019,RIS,0.980026703,2.35,12%,29%,595.0,0.019607843
1272,2019-07-01,July,2019,SCS,#DIV/0!,0.0,8%,32%,,
1273,2019-07-01,July,2019,WISE,0.949677672,3.433333333,8%,24%,588.587138468058,0.006756757
1274,2019-07-02,July,2019,Client Transactions,0.849838953,0.0,5%,29%,370.0249388753056,0.047619048
1275,2019-07-02,July,2019,Participant Transactions,0.850295153,0.0,4%,30%,482.40504898266767,0.038461538
1276,2019-07-02,July,2019,RAM,0.958606957,0.0,5%,27%,1032.6011616650533,0.023255814
1277,2019-07-02,July,2019,RCS PHONES,#DIV/0!,0.0,6%,38%,,0.111111111
1278,2019-07-02,July,2019,RIS,0.991813115,0.0,5%,33%,611.0,0.019607843
1279,2019-07-02,July,2019,SCS,#DIV/0!,0.0,3%,43%,,
1280,2019-07-02,July,2019,WISE,0.937235208,0.75,4%,25%,564.3072677092916,0.006756757
1281,2019-07-03,July,2019,Client Transactions,0.85504643,0.0,6%,26%,361.83895131086143,0.047619048
1282,2019-07-03,July,2019,Participant Transactions,0.842712928,0.0,7%,32%,553.4194594594594,0.038461538
1283,2019-07-03,July,2019,RAM,0.965040858,0.0,4%,27%,1005.4989898989899,0.023255814
1284,2019-07-03,July,2019,RCS PHONES,#DIV/0!,0.26666666699999997,4%,34%,,0.111111111
1285,2019-07-03,July,2019,RIS,0.983539103,1.0,4%,30%,602.0,0.019607843
1286,2019-07-03,July,2019,SCS,#DIV/0!,4.583333333,2%,44%,,
1287,2019-07-03,July,2019,WISE,0.951487686,0.5,4%,27%,554.4426088452934,0.006756757
1288,2019-07-04,July,2019,Client Transactions,#DIV/0!,0.0,#DIV/0!,#DIV/0!,0.0,0.047619048
1289,2019-07-04,July,2019,Participant Transactions,#DIV/0!,0.0,#DIV/0!,#DIV/0!,0.0,0.038461538
1290,2019-07-04,July,2019,RAM,#DIV/0!,0.0,#DIV/0!,#DIV/0!,0.0,0.023255814
1291,2019-07-04,July,2019,RCS PHONES,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,0.111111111
1292,2019-07-04,July,2019,RIS,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,0.019607843
1293,2019-07-04,July,2019,SCS,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,
1294,2019-07-04,July,2019,WISE,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,0.006756757
1295,2019-07-05,July,2019,Client Transactions,0.920928784,0.0,7%,40%,307.8871728871729,0.047619048
1296,2019-07-05,July,2019,Participant Transactions,0.926291861,0.0,15%,41%,537.9238646482636,0.038461538
1297,2019-07-05,July,2019,RAM,0.969809223,0.0,9%,34%,933.7122891566265,0.023255814
1298,2019-07-05,July,2019,RCS PHONES,#DIV/0!,0.0,5%,56%,,0.111111111
1299,2019-07-05,July,2019,RIS,0.983582573,0.0,10%,42%,602.0,0.019607843
1300,2019-07-05,July,2019,SCS,#DIV/0!,0.0,19%,62%,,
1301,2019-07-05,July,2019,WISE,0.954310749,0.0,18%,38%,576.0412787088765,0.006756757
1316,2019-07-08,July,2019,Client Transactions,0.848371395,0.0,5%,25%,320.51794484321874,0.047619048
1317,2019-07-08,July,2019,Participant Transactions,0.891416376,0.0,10%,26%,545.2286110148943,0.038461538
1318,2019-07-08,July,2019,RAM,0.982966941,0.0,8%,31%,1045.7192095588234,0.023255814
1319,2019-07-08,July,2019,RCS PHONES,#DIV/0!,0.0,16%,49%,,0.111111111
1320,2019-07-08,July,2019,RIS,0.999463029,0.0,8%,24%,623.0,0.019607843
1321,2019-07-08,July,2019,SCS,#DIV/0!,2.0,11%,34%,,
1322,2019-07-08,July,2019,WISE,0.935592497,0.0,10%,27%,570.0983490327155,0.006756757
1323,2019-07-09,July,2019,Client Transactions,0.916061706,0.0,5%,33%,331.5338912133891,0.047619048
1324,2019-07-09,July,2019,Participant Transactions,0.921034997,0.0,3%,32%,516.5747172859451,0.038461538
1325,2019-07-09,July,2019,RAM,0.956506257,0.0,9%,33%,999.6497797356828,0.023255814
1326,2019-07-09,July,2019,RCS PHONES,#DIV/0!,0.0,5%,41%,,0.111111111
1327,2019-07-09,July,2019,RIS,0.988917634,0.0,7%,26%,635.0,0.019607843
1328,2019-07-09,July,2019,SCS,#DIV/0!,0.0,7%,36%,,
1329,2019-07-09,July,2019,WISE,0.947567182,0.0,5%,29%,560.8227214377407,0.006756757
1330,2019-07-10,July,2019,Client Transactions,0.85959974,0.0,1%,26%,418.4232303090728,0.047619048
1331,2019-07-10,July,2019,Participant Transactions,0.867773613,0.0,4%,28%,513.7397489539749,0.038461538
1332,2019-07-10,July,2019,RAM,0.976247463,0.0,5%,35%,1012.0110787172011,0.023255814
1333,2019-07-10,July,2019,RCS PHONES,#DIV/0!,0.0,0%,36%,,0.111111111
1334,2019-07-10,July,2019,RIS,0.998793903,0.0,8%,32%,608.0,0.019607843
1335,2019-07-10,July,2019,SCS,#DIV/0!,0.0,6%,36%,,
1336,2019-07-10,July,2019,WISE,0.94372599,0.0,4%,30%,576.9882677708765,0.006756757
1337,2019-07-11,July,2019,Client Transactions,0.873728084,0.0,3%,25%,453.3006636038795,0.047619048
1338,2019-07-11,July,2019,Participant Transactions,0.956090908,0.0,9%,35%,495.1610655737705,0.038461538
1339,2019-07-11,July,2019,RAM,0.949982284,0.0,3%,36%,957.801261829653,0.023255814
1340,2019-07-11,July,2019,RCS PHONES,#DIV/0!,0.0,1%,43%,,0.111111111
1341,2019-07-11,July,2019,RIS,0.948843421,0.5,4%,31%,628.0,0.019607843
1342,2019-07-11,July,2019,SCS,#DIV/0!,0.0,3%,32%,,
1343,2019-07-11,July,2019,WISE,0.955372888,0.0,2%,27%,545.1676077265973,0.006756757
1344,2019-07-12,July,2019,Client Transactions,0.841485115,0.0,0%,27%,294.1057204923968,0.047619048
1345,2019-07-12,July,2019,Participant Transactions,0.876983089,0.0,6%,33%,450.8450536352801,0.038461538
1346,2019-07-12,July,2019,RAM,0.965318385,0.0,7%,38%,761.7304383449406,0.023255814
1347,2019-07-12,July,2019,RCS PHONES,#DIV/0!,0.0,10%,55%,,0.111111111
1348,2019-07-12,July,2019,RIS,0.973920228,0.0,6%,30%,608.0,0.019607843
1349,2019-07-12,July,2019,SCS,#DIV/0!,7.5,7%,39%,,
1350,2019-07-12,July,2019,WISE,0.942705143,0.5,6%,33%,574.9860940695296,0.006756757
1365,2019-07-15,July,2019,Client Transactions,0.812704105,0.0,5%,29%,250.38069216757742,0.047619048
1366,2019-07-15,July,2019,Participant Transactions,0.950971778,0.0,0%,20%,424.54293918037064,0.038461538
1367,2019-07-15,July,2019,RAM,0.88639353,0.0,3%,32%,907.5188335358445,0.023255814
1368,2019-07-15,July,2019,RCS PHONES,#DIV/0!,0.0,1%,28%,,0.111111111
1369,2019-07-15,July,2019,RIS,0.975982635,0.0,5%,20%,621.0,0.019607843
1370,2019-07-15,July,2019,SCS,#DIV/0!,0.0,6%,31%,,
1371,2019-07-15,July,2019,WISE,0.928417276,0.0,9%,22%,567.9119260463226,0.006756757
1372,2019-07-16,July,2019,Client Transactions,0.865308694,0.0,7%,39%,272.7775229357798,0.047619048
1373,2019-07-16,July,2019,Participant Transactions,0.935572207,0.0,1%,29%,524.990057995029,0.038461538
1374,2019-07-16,July,2019,RAM,0.937607527,0.0,4%,38%,1003.547047047047,0.023255814
1375,2019-07-16,July,2019,RCS PHONES,#DIV/0!,0.0,7%,40%,,0.111111111
1376,2019-07-16,July,2019,RIS,1.010921465,0.0,7%,28%,594.0,0.019607843
1377,2019-07-16,July,2019,SCS,#DIV/0!,1.216666667,11%,40%,,
1378,2019-07-16,July,2019,WISE,0.953878414,0.0,4%,27%,557.0132291040288,0.006756757
1379,2019-07-17,July,2019,Client Transactions,0.793008849,0.0,4%,27%,313.3064894448788,0.047619048
1380,2019-07-17,July,2019,Participant Transactions,0.90315854,0.0,3%,31%,541.8766578249337,0.038461538
1381,2019-07-17,July,2019,RAM,0.928406819,0.0,7%,41%,895.2086614173228,0.023255814
1382,2019-07-17,July,2019,RCS PHONES,#DIV/0!,0.0,11%,39%,,0.111111111
1383,2019-07-17,July,2019,RIS,1.039780972,0.0,6%,32%,595.0,0.019607843
1384,2019-07-17,July,2019,SCS,#DIV/0!,8.25,7%,41%,,
1385,2019-07-17,July,2019,WISE,0.949149458,0.0,3%,25%,554.5994057615295,0.006756757
1386,2019-07-18,July,2019,Client Transactions,0.815971708,0.0,1%,26%,296.9468412942989,0.047619048
1387,2019-07-18,July,2019,Participant Transactions,0.916381252,0.0,6%,31%,507.10258620689655,0.038461538
1388,2019-07-18,July,2019,RAM,0.967599143,0.0,5%,42%,999.41037988229,0.023255814
1389,2019-07-18,July,2019,RCS PHONES,#DIV/0!,0.0,0%,29%,,0.111111111
1390,2019-07-18,July,2019,RIS,1.017558677,0.0,8%,33%,610.0,0.019607843
1391,2019-07-18,July,2019,SCS,#DIV/0!,0.0,8%,40%,,
1392,2019-07-18,July,2019,WISE,0.956358566,0.0,2%,26%,565.4332386363636,0.006756757
1393,2019-07-19,July,2019,Client Transactions,0.74443923,0.0,5%,31%,269.37315748642357,0.047619048
1394,2019-07-19,July,2019,Participant Transactions,0.889251214,0.0,7%,32%,459.344398340249,0.038461538
1395,2019-07-19,July,2019,RAM,0.890464017,0.0,5%,25%,922.5525976814083,0.023255814
1396,2019-07-19,July,2019,RCS PHONES,#DIV/0!,0.0,6%,41%,,0.111111111
1397,2019-07-19,July,2019,RIS,0.993424387,1.283333333,9%,35%,634.0,0.019607843
1398,2019-07-19,July,2019,SCS,#DIV/0!,9.0,6%,39%,,
1399,2019-07-19,July,2019,WISE,0.968561315,0.0,6%,32%,567.2233987603306,0.006756757
1414,2019-07-22,July,2019,Client Transactions,0.723487375,0.0,1%,29%,247.85485631138596,0.047619048
1415,2019-07-22,July,2019,Participant Transactions,0.881407024,0.0,10%,27%,493.95474544311753,0.038461538
1416,2019-07-22,July,2019,RAM,0.968228858,0.0,7%,32%,927.8139815186822,0.023255814
1417,2019-07-22,July,2019,RCS PHONES,#DIV/0!,0.0,4%,30%,,0.111111111
1418,2019-07-22,July,2019,RIS,#DIV/0!,0.0,8%,37%,631.9607552758238,0.019607843
1419,2019-07-22,July,2019,SCS,#DIV/0!,0.41666666700000005,7%,32%,,
1420,2019-07-22,July,2019,WISE,#DIV/0!,0.0,10%,25%,557.7937632135306,0.006756757
1421,2019-07-23,July,2019,Client Transactions,#DIV/0!,0.0,5%,44%,300.87907416154934,0.047619048
1422,2019-07-23,July,2019,Participant Transactions,#DIV/0!,0.0,10%,35%,443.5279310344828,0.038461538
1423,2019-07-23,July,2019,RAM,#DIV/0!,0.0,4%,40%,970.312343828086,0.023255814
1424,2019-07-23,July,2019,RCS PHONES,#DIV/0!,0.0,9%,33%,,0.111111111
1425,2019-07-23,July,2019,RIS,#DIV/0!,0.0,4%,37%,649.5118439386902,0.019607843
1426,2019-07-23,July,2019,SCS,#DIV/0!,0.0,3%,35%,,
1427,2019-07-23,July,2019,WISE,#DIV/0!,0.0,7%,30%,553.7969214849307,0.006756757
1428,2019-07-24,July,2019,Client Transactions,0.882296072,0.0,0%,29%,411.6191723415401,0.047619048
1429,2019-07-24,July,2019,Participant Transactions,0.887991071,0.0,0%,27%,548.5614255765199,0.038461538
1430,2019-07-24,July,2019,RAM,0.960256589,0.0,5%,39%,825.4164484023049,0.023255814
1431,2019-07-24,July,2019,RCS PHONES,#DIV/0!,0.0,1%,31%,,0.111111111
1432,2019-07-24,July,2019,RIS,1.00240846,0.0,5%,35%,645.0,0.019607843
1433,2019-07-24,July,2019,SCS,#DIV/0!,0.0,4%,37%,,
1434,2019-07-24,July,2019,WISE,0.954520127,0.0,6%,25%,556.9569142388182,0.006756757
1435,2019-07-25,July,2019,Client Transactions,0.743873426,0.0,1%,25%,342.5584541062802,0.047619048
1436,2019-07-25,July,2019,Participant Transactions,0.868637507,0.0,5%,28%,542.6691762621789,0.038461538
1437,2019-07-25,July,2019,RAM,0.972587814,0.0,4%,37%,895.2982749026155,0.023255814
1438,2019-07-25,July,2019,RCS PHONES,#DIV/0!,0.0,7%,42%,,0.111111111
1439,2019-07-25,July,2019,RIS,1.019386973,0.0,3%,39%,637.0,0.019607843
1440,2019-07-25,July,2019,SCS,#DIV/0!,7.25,7%,46%,,
1441,2019-07-25,July,2019,WISE,0.979275218,0.0,4%,27%,555.6485319516407,0.006756757
1442,2019-07-26,July,2019,Client Transactions,0.798205217,0.0,0%,29%,296.2866449511401,0.047619048
1443,2019-07-26,July,2019,Participant Transactions,0.934731265,0.0,6%,33%,491.8604468835751,0.038461538
1444,2019-07-26,July,2019,RAM,0.97350266,0.0,4%,34%,957.9094147582697,0.023255814
1445,2019-07-26,July,2019,RCS PHONES,#DIV/0!,0.0,11%,52%,,0.111111111
1446,2019-07-26,July,2019,RIS,1.044037632,0.0,6%,40%,663.0,0.019607843
1447,2019-07-26,July,2019,SCS,#DIV/0!,8.55,7%,46%,,
1448,2019-07-26,July,2019,WISE,0.981242674,0.0,7%,31%,553.9145546705286,0.006756757
1463,2019-07-29,July,2019,Client Transactions,0.78977537,0.0,3%,27%,294.8780487804878,0.047619048
1464,2019-07-29,July,2019,Participant Transactions,0.966620581,0.0,7%,22%,540.8472041612483,0.038461538
1465,2019-07-29,July,2019,RAM,0.95252327,0.0,8%,24%,895.8962472406181,0.023255814
1466,2019-07-29,July,2019,RCS PHONES,#DIV/0!,0.0,11%,34%,,0.111111111
1467,2019-07-29,July,2019,RIS,1.019689815,0.26666666699999997,7%,33%,647.0,0.019607843
1468,2019-07-29,July,2019,SCS,#DIV/0!,0.0,9%,38%,,
1469,2019-07-29,July,2019,WISE,0.979321457,0.0,11%,27%,561.3981693363844,0.006756757
1470,2019-07-30,July,2019,Client Transactions,0.880120314,0.0,1%,35%,315.2254286909243,0.047619048
1471,2019-07-30,July,2019,Participant Transactions,0.828933681,0.0,4%,28%,442.426267281106,0.038461538
1472,2019-07-30,July,2019,RAM,0.961134899,0.0,5%,30%,889.6045694200352,0.023255814
1473,2019-07-30,July,2019,RCS PHONES,#DIV/0!,0.0,10%,39%,,0.111111111
1474,2019-07-30,July,2019,RIS,0.998940329,0.0,3%,37%,590.0,0.019607843
1475,2019-07-30,July,2019,SCS,#DIV/0!,0.2,4%,39%,,
1476,2019-07-30,July,2019,WISE,0.957895703,0.0,3%,23%,542.133813495072,0.006756757
1477,2019-07-31,July,2019,Client Transactions,0.839935622,0.0,1%,23%,354.95456389452335,0.047619048
1478,2019-07-31,July,2019,Participant Transactions,0.871706795,0.0,4%,28%,416.3830845771144,0.038461538
1479,2019-07-31,July,2019,RAM,0.971637078,0.0,5%,38%,995.527687296417,0.023255814
1480,2019-07-31,July,2019,RCS PHONES,#DIV/0!,0.0,1%,32%,,0.111111111
1481,2019-07-31,July,2019,RIS,1.022434089,0.0,8%,42%,560.0,0.019607843
1482,2019-07-31,July,2019,SCS,#DIV/0!,9.65,7%,42%,,
1483,2019-07-31,July,2019,WISE,0.975074209,0.0,5%,25%,529.7039788466382,0.006756757
1484,2019-08-01,August,2019,Client Transactions,0.826029533,0.0,7%,24%,382.7689956331878,0.046511628
1485,2019-08-01,August,2019,Participant Transactions,0.900009887,0.0,2%,24%,506.6347177848775,0.035087719
1486,2019-08-01,August,2019,RAM,0.975559377,0.0,2%,39%,979.9238372093023,0.024390244
1487,2019-08-01,August,2019,RCS PHONES,#DIV/0!,0.0,1%,30%,,0.111111111
1488,2019-08-01,August,2019,RIS,1.019198133,0.0,4%,39%,586.0,0.022222222000000003
1489,2019-08-01,August,2019,SCS,#DIV/0!,0.0,8%,44%,,
1490,2019-08-01,August,2019,WISE,0.963417601,0.0,5%,29%,550.056179775281,0.006711409000000001
1491,2019-08-02,August,2019,Client Transactions,0.84442533,0.0,0%,25%,328.14588961790815,0.046511628
1492,2019-08-02,August,2019,Participant Transactions,0.871170582,0.0,8%,32%,447.63002773925103,0.035087719
1493,2019-08-02,August,2019,RAM,0.902055586,0.0,2%,26%,940.2682926829268,0.024390244
1494,2019-08-02,August,2019,RCS PHONES,#DIV/0!,0.0,5%,37%,,0.111111111
1495,2019-08-02,August,2019,RIS,1.011956178,0.55,7%,38%,629.0,0.022222222000000003
1496,2019-08-02,August,2019,SCS,#DIV/0!,0.0,10%,47%,,
1497,2019-08-02,August,2019,WISE,0.960831273,0.0,6%,31%,556.0799375266222,0.006711409000000001
1512,2019-08-05,August,2019,Client Transactions,0.817688069,0.0,14%,37%,259.6459028550241,0.046511628
1513,2019-08-05,August,2019,Participant Transactions,0.928172856,0.0,9%,25%,491.82872577057515,0.035087719
1514,2019-08-05,August,2019,RAM,0.945849383,0.0,4%,28%,930.3145877378436,0.024390244
1515,2019-08-05,August,2019,RCS PHONES,#DIV/0!,0.0,1%,23%,,0.111111111
1516,2019-08-05,August,2019,RIS,1.010501943,0.0,11%,32%,643.0,0.022222222000000003
1517,2019-08-05,August,2019,SCS,#DIV/0!,0.0,14%,41%,,
1518,2019-08-05,August,2019,WISE,0.957974249,0.0,9%,23%,555.1288044042797,0.006711409000000001
1519,2019-08-06,August,2019,Client Transactions,0.897567299,0.0,10%,33%,402.9573958831977,0.046511628
1520,2019-08-06,August,2019,Participant Transactions,0.655313973,0.0,2%,27%,502.6581740976645,0.035087719
1521,2019-08-06,August,2019,RAM,0.802544102,0.0,3%,36%,1008.376130198915,0.024390244
1522,2019-08-06,August,2019,RCS PHONES,#DIV/0!,0.0,3%,31%,,0.111111111
1523,2019-08-06,August,2019,RIS,1.025238777,0.0,7%,37%,626.0,0.022222222000000003
1524,2019-08-06,August,2019,SCS,#DIV/0!,0.0,2%,44%,,
1525,2019-08-06,August,2019,WISE,0.962999571,0.0,6%,28%,543.9222870182556,0.006711409000000001
1526,2019-08-07,August,2019,Client Transactions,0.897567299,0.0,2%,21%,409.159980188212,0.046511628
1527,2019-08-07,August,2019,Participant Transactions,0.655313973,0.0,4%,28%,513.9762081784387,0.035087719
1528,2019-08-07,August,2019,RAM,0.802544102,0.0,5%,44%,889.7271250676773,0.024390244
1529,2019-08-07,August,2019,RCS PHONES,#DIV/0!,0.0,4%,39%,,0.111111111
1530,2019-08-07,August,2019,RIS,1.025238777,0.0,4%,41%,612.0,0.022222222000000003
1531,2019-08-07,August,2019,SCS,#DIV/0!,0.0,2%,49%,,
1532,2019-08-07,August,2019,WISE,0.962999571,0.0,3%,26%,545.451357953729,0.006711409000000001
1533,2019-08-08,August,2019,Client Transactions,0.837016089,0.0,0%,18%,394.9392730496454,0.046511628
1534,2019-08-08,August,2019,Participant Transactions,0.841563436,0.0,2%,28%,496.0626713670192,0.035087719
1535,2019-08-08,August,2019,RAM,0.934640953,0.0,4%,33%,1018.2184493491794,0.024390244
1536,2019-08-08,August,2019,RCS PHONES,#DIV/0!,0.0,4%,58%,,0.111111111
1537,2019-08-08,August,2019,RIS,1.040223592,0.566666667,5%,43%,621.0,0.022222222000000003
1538,2019-08-08,August,2019,SCS,#DIV/0!,0.0,4%,58%,,
1539,2019-08-08,August,2019,WISE,0.968976001,0.0,3%,29%,551.5231252806466,0.006711409000000001
1540,2019-08-09,August,2019,Client Transactions,0.818361052,0.0,0%,20%,341.037170263789,0.046511628
1541,2019-08-09,August,2019,Participant Transactions,0.821975601,0.0,10%,32%,505.44435284418796,0.035087719
1542,2019-08-09,August,2019,RAM,0.929888969,0.0,7%,42%,913.6111111111111,0.024390244
1543,2019-08-09,August,2019,RCS PHONES,#DIV/0!,0.0,7%,56%,,0.111111111
1544,2019-08-09,August,2019,RIS,1.013165754,0.0,6%,42%,622.0,0.022222222000000003
1545,2019-08-09,August,2019,SCS,#DIV/0!,8.25,4%,52%,,
1546,2019-08-09,August,2019,WISE,0.978928827,0.0,5%,30%,554.2756267616081,0.006711409000000001
1561,2019-08-12,August,2019,Client Transactions,0.842912792,0.0,1%,22%,351.2411522633745,0.046511628
1562,2019-08-12,August,2019,Participant Transactions,0.951190269,0.0,2%,22%,494.2169689119171,0.035087719
1563,2019-08-12,August,2019,RAM,0.957668977,0.0,5%,26%,991.4071146245059,0.024390244
1564,2019-08-12,August,2019,RCS PHONES,#DIV/0!,0.0,8%,31%,,0.111111111
1565,2019-08-12,August,2019,RIS,1.03541637,0.0,7%,36%,627.0,0.022222222000000003
1566,2019-08-12,August,2019,SCS,#DIV/0!,0.0,10%,39%,,
1567,2019-08-12,August,2019,WISE,0.962984046,0.0,7%,23%,543.7909080628746,0.006711409000000001
1568,2019-08-13,August,2019,Client Transactions,0.895403986,0.0,5%,32%,385.5826302729528,0.046511628
1569,2019-08-13,August,2019,Participant Transactions,0.862869721,0.0,0%,23%,523.2962648556876,0.035087719
1570,2019-08-13,August,2019,RAM,0.920545366,0.0,2%,43%,983.7197802197802,0.024390244
1571,2019-08-13,August,2019,RCS PHONES,#DIV/0!,0.0,15%,55%,,0.111111111
1572,2019-08-13,August,2019,RIS,1.024334269,0.0,5%,49%,649.0,0.022222222000000003
1573,2019-08-13,August,2019,SCS,#DIV/0!,0.333333333,3%,46%,,
1574,2019-08-13,August,2019,WISE,0.969092661,0.0,4%,29%,546.277122957407,0.006711409000000001
1575,2019-08-14,August,2019,Client Transactions,0.924874599,0.0,3%,27%,458.2551020408163,0.046511628
1576,2019-08-14,August,2019,Participant Transactions,0.846583789,0.0,4%,27%,548.6089949518127,0.035087719
1577,2019-08-14,August,2019,RAM,0.90303285,0.0,5%,41%,979.5545505935556,0.024390244
1578,2019-08-14,August,2019,RCS PHONES,#DIV/0!,0.0,6%,51%,,0.111111111
1579,2019-08-14,August,2019,RIS,1.026051005,0.0,2%,50%,656.0,0.022222222000000003
1580,2019-08-14,August,2019,SCS,#DIV/0!,0.0,3%,46%,,
1581,2019-08-14,August,2019,WISE,0.960070546,0.0,5%,30%,536.5842710079004,0.006711409000000001
1582,2019-08-15,August,2019,Client Transactions,0.914931404,0.0,6%,23%,403.4145706851691,0.046511628
1583,2019-08-15,August,2019,Participant Transactions,0.891706157,0.0,2%,26%,492.80978909669716,0.035087719
1584,2019-08-15,August,2019,RAM,0.930284953,0.0,3%,37%,1049.296819787986,0.024390244
1585,2019-08-15,August,2019,RCS PHONES,#DIV/0!,0.25,7%,53%,,0.111111111
1586,2019-08-15,August,2019,RIS,1.01482225,1.0,5%,45%,629.0,0.022222222000000003
1587,2019-08-15,August,2019,SCS,#DIV/0!,0.0,1%,50%,,
1588,2019-08-15,August,2019,WISE,0.973396792,0.0,5%,32%,544.5183768274354,0.006711409000000001
1589,2019-08-16,August,2019,Client Transactions,0.884566999,0.0,7%,27%,326.1823329558324,0.046511628
