date,month,year,bu,Conformance %,System Outage (hrs),Unplanned out %,Shrinkage %,aht,Attrition %
2020-01-31,January,2020,SCS,,0.0,0.09,45.0,,
2020-01-31,January,2020,WISE,0.964197023,0.0,0.1,30.0,531.8787996882307,0.007092199
2020-02-03,February,2020,Client Transactions,0.942273397,0.0,0.08,31.0,319.2942345924453,0.048780488
2020-02-03,February,2020,Participant Transactions,0.97184461,0.0,0.02,26.0,480.60709117221415,0.034482759
2020-02-03,February,2020,RAM,0.9661887370000001,0.0,0.11,27.0,1034.523346303502,0.022222222000000003
2020-02-03,February,2020,RCS PHONES,,0.36666666700000006,0.34,49.0,,0.105263158
2020-02-03,February,2020,RIS,0.977237285,0.683333333,0.15,28.0,667.0,0.017241378999999998
2020-02-03,February,2020,SCS,,0.3,0.16,39.0,,
2020-02-03,February,2020,WISE,0.96222809,0.41666666700000005,0.15,30.0,553.4681345318654,0.006944444
2020-02-04,February,2020,Client Transactions,0.969707877,0.0,0.11,32.0,345.55896751223855,0.048780488
2020-02-04,February,2020,Participant Transactions,0.9823642659999999,0.0,0.05,23.0,473.9418831168831,0.034482759
2020-02-04,February,2020,RAM,0.965707577,0.0,0.13,35.0,934.6467412263787,0.022222222000000003
2020-02-04,February,2020,RCS PHONES,,0.0,0.26,53.0,,0.105263158
2020-02-04,February,2020,RIS,0.963120003,1.083333333,0.17,31.0,620.0,0.017241378999999998
2020-02-04,February,2020,SCS,,0.0,0.06,38.0,,
2020-02-04,February,2020,WISE,0.9444970770000001,0.0,0.16,31.0,566.9875604699378,0.006944444
2020-02-05,February,2020,Client Transactions,0.976378328,0.0,0.03,27.0,365.8899120971118,0.048780488
2020-02-05,February,2020,Participant Transactions,1.007850967,0.0,0.04,26.0,409.29663705583755,0.034482759
2020-02-05,February,2020,RAM,0.946607867,0.0,0.04,36.0,885.7286527514232,0.022222222000000003
2020-02-05,February,2020,RCS PHONES,,0.36666666700000006,0.07,39.0,,0.105263158
2020-02-05,February,2020,RIS,0.964789146,1.5833333330000001,0.09,28.0,628.0,0.017241378999999998
2020-02-05,February,2020,SCS,,1.5,0.03,39.0,,
2020-02-05,February,2020,WISE,0.962710814,0.0,0.08,27.0,538.9987228607919,0.006944444
2020-02-06,February,2020,Client Transactions,0.8257664229999999,0.0,0.06,27.0,370.1229919678715,0.048780488
2020-02-06,February,2020,Participant Transactions,0.981637427,0.0,0.11,31.0,501.4845478824876,0.034482759
2020-02-06,February,2020,RAM,0.961125531,0.0,0.05,35.0,845.7124600638978,0.022222222000000003
2020-02-06,February,2020,RCS PHONES,,0.283333333,0.08,50.0,,0.105263158
2020-02-06,February,2020,RIS,0.99584066,0.0,0.08,32.0,616.0,0.017241378999999998
2020-02-06,February,2020,SCS,,0.583333333,0.08,41.0,,
2020-02-06,February,2020,WISE,0.959397645,0.0,0.09,33.0,548.4143057503506,0.006944444
2020-02-07,February,2020,Client Transactions,0.910961445,0.0,0.06,31.0,333.5573985159319,0.048780488
2020-02-07,February,2020,Participant Transactions,1.0182491759999999,0.0,0.05,27.0,526.5211322217914,0.034482759
2020-02-07,February,2020,RAM,0.9489692390000001,0.0,0.09,34.0,929.5451112043643,0.022222222000000003
2020-02-07,February,2020,RCS PHONES,,2.25,0.09,55.0,,0.105263158
2020-02-07,February,2020,RIS,0.93964577,0.0,0.17,34.0,635.0,0.017241378999999998
2020-02-07,February,2020,SCS,,5.366666667,0.1,40.0,,
2020-02-07,February,2020,WISE,0.958492969,68.0,0.18,39.0,577.7863843092666,0.006944444
2020-02-10,February,2020,Client Transactions,0.898560202,0.0,0.05,27.0,327.1477359938603,0.048780488
2020-02-10,February,2020,Participant Transactions,0.9633543179999999,0.25,0.04,23.0,582.833607365998,0.034482759
2020-02-10,February,2020,RAM,0.9700323740000001,0.0,0.08,24.0,950.2405322415558,0.022222222000000003
2020-02-10,February,2020,RCS PHONES,,0.333333333,0.05,27.0,,0.105263158
2020-02-10,February,2020,RIS,0.95757991,0.683333333,0.11,25.0,630.0,0.017241378999999998
2020-02-10,February,2020,SCS,,0.0,0.06,26.0,,
2020-02-10,February,2020,WISE,0.959430331,2.5,0.1,28.0,556.7804039535883,0.006944444
2020-02-11,February,2020,Client Transactions,0.945037861,0.0,0.08,34.0,337.0446348061316,0.048780488
2020-02-11,February,2020,Participant Transactions,0.978927807,0.0,0.02,26.0,604.992277992278,0.034482759
2020-02-11,February,2020,RAM,0.9708709740000001,0.0,0.05,40.0,948.5662211421628,0.022222222000000003
2020-02-11,February,2020,RCS PHONES,,0.666666667,0.09,44.0,,0.105263158
2020-02-11,February,2020,RIS,0.9287832340000001,2.1,0.07,27.0,601.0,0.017241378999999998
2020-02-11,February,2020,SCS,,0.833333333,0.08,50.0,,
2020-02-11,February,2020,WISE,0.97029422,0.0,0.09,35.0,557.4734650006718,0.006944444
2020-02-12,February,2020,Client Transactions,0.8792279059999999,0.0,0.07,29.0,405.6841036058913,0.048780488
2020-02-12,February,2020,Participant Transactions,0.85125963,0.0,0.05,27.0,621.1772865192892,0.034482759
2020-02-12,February,2020,RAM,0.963330592,0.0,0.06,36.0,871.615121742845,0.022222222000000003
2020-02-12,February,2020,RCS PHONES,,0.0,0.02,44.0,,0.105263158
2020-02-12,February,2020,RIS,0.959065742,0.0,0.07,29.0,611.0,0.017241378999999998
2020-02-12,February,2020,SCS,,0.0,0.04,45.0,,
2020-02-12,February,2020,WISE,0.964816308,0.0,0.06,32.0,545.9798571428571,0.006944444
2020-02-13,February,2020,Client Transactions,0.8578571429999999,0.0,0.03,26.0,405.55118507312153,0.048780488
2020-02-13,February,2020,Participant Transactions,0.969308897,0.0,0.05,27.0,656.7867998263135,0.034482759
2020-02-13,February,2020,RAM,0.914085205,0.0,0.06,36.0,825.6914849856026,0.022222222000000003
2020-02-13,February,2020,RCS PHONES,,0.0,0.05,42.0,,0.105263158
2020-02-13,February,2020,RIS,0.989909277,0.25,0.03,26.0,619.0,0.017241378999999998
2020-02-13,February,2020,SCS,,0.5,0.07,51.0,,
2020-02-13,February,2020,WISE,0.97355343,0.0,0.06,37.0,557.2013412589545,0.006944444
2020-02-14,February,2020,Client Transactions,0.929804518,0.0,0.07,42.0,263.4503071919046,0.048780488
2020-02-14,February,2020,Participant Transactions,0.967675562,0.0,0.06,32.0,583.2272364217253,0.034482759
2020-02-14,February,2020,RAM,0.949516864,0.0,0.09,39.0,855.4703334776959,0.022222222000000003
2020-02-14,February,2020,RCS PHONES,,0.26666666699999997,0.04,57.0,,0.105263158
2020-02-14,February,2020,RIS,0.942510255,1.333333333,0.09,36.0,596.5416997617157,0.017241378999999998
2020-02-14,February,2020,SCS,,0.583333333,0.06,44.0,,
2020-02-14,February,2020,WISE,0.991122411,0.0,0.11,42.0,566.8861599734483,0.006944444
2020-02-17,February,2020,Client Transactions,1.059353234,0.0,0.0,7.0,64.06130268199233,0.048780488
2020-02-17,February,2020,Participant Transactions,0.947879067,0.0,0.0,7.0,436.3239608801956,0.034482759
2020-02-17,February,2020,RAM,0.9451418509999999,1.166666667,0.06,15.0,982.9239669421488,0.022222222000000003
2020-02-17,February,2020,RCS PHONES,,0.0,,,,0.105263158
2020-02-17,February,2020,RIS,,0.0,,,,0.017241378999999998
2020-02-17,February,2020,SCS,,0.0,,,,
2020-02-17,February,2020,WISE,0.962989882,0.0,0.1,33.0,535.0383302704122,0.006944444
2020-02-18,February,2020,Client Transactions,0.97631484,0.0,0.05,44.0,309.0518806744488,0.048780488
2020-02-18,February,2020,Participant Transactions,1.026021898,0.0,0.07,25.0,535.5136666666667,0.034482759
2020-02-18,February,2020,RAM,0.972901745,0.0,0.11,30.0,899.8803104575163,0.022222222000000003
2020-02-18,February,2020,RCS PHONES,,0.0,0.1,27.0,,0.105263158
2020-02-18,February,2020,RIS,0.989825051,2.066666667,0.12,28.0,674.2994711939883,0.017241378999999998
2020-02-18,February,2020,SCS,,0.75,0.09,30.0,,
2020-02-18,February,2020,WISE,0.9543740890000001,0.0,0.13,32.0,556.5923552300297,0.006944444
2020-02-19,February,2020,Client Transactions,0.979425807,0.0,0.01,32.0,348.29984051036683,0.048780488
2020-02-19,February,2020,Participant Transactions,0.969095323,0.0,0.06,28.0,495.23106323836,0.034482759
2020-02-19,February,2020,RAM,0.989756865,0.0,0.05,27.0,994.0340582683627,0.022222222000000003
2020-02-19,February,2020,RCS PHONES,,0.0,0.05,38.0,,0.105263158
2020-02-19,February,2020,RIS,0.971705855,0.0,0.05,30.0,615.8855534709194,0.017241378999999998
2020-02-19,February,2020,SCS,,0.0,0.09,42.0,,
2020-02-19,February,2020,WISE,0.9815411159999999,0.0,0.12,37.0,553.4649316851009,0.006944444
2020-02-20,February,2020,Client Transactions,0.8556995070000001,0.0,0.04,30.0,357.4546322827125,0.048780488
2020-02-20,February,2020,Participant Transactions,0.9716297740000001,0.0,0.08,30.0,526.5993829881005,0.034482759
2020-02-20,February,2020,RAM,0.958681525,0.0,0.04,26.0,947.8888413852073,0.022222222000000003
2020-02-20,February,2020,RCS PHONES,,0.0,0.01,46.0,,0.105263158
2020-02-20,February,2020,RIS,0.954663679,0.25,0.05,30.0,622.1467136150235,0.017241378999999998
2020-02-20,February,2020,SCS,,0.666666667,0.08,41.0,,
2020-02-20,February,2020,WISE,0.970223625,0.333333333,0.1,36.0,547.4661611103162,0.006944444
2020-02-21,February,2020,Client Transactions,0.944841822,0.0,0.03,30.0,348.0194174757282,0.048780488
2020-02-21,February,2020,Participant Transactions,0.99861164,0.0,0.08,32.0,494.1504754030591,0.034482759
2020-02-21,February,2020,RAM,0.972887706,0.0,0.08,36.0,931.9590536851683,0.022222222000000003
2020-02-21,February,2020,RCS PHONES,,0.0,0.01,42.0,,0.105263158
2020-02-21,February,2020,RIS,0.987373229,0.0,0.07,35.0,628.680358476475,0.017241378999999998
2020-02-21,February,2020,SCS,,1.25,0.06,43.0,,
2020-02-21,February,2020,WISE,0.974852782,0.41666666700000005,0.13,37.0,544.1979457079971,0.006944444
2020-02-24,February,2020,Client Transactions,0.913104274,0.0,0.06,30.0,289.9345096708517,0.048780488
2020-02-24,February,2020,Participant Transactions,1.002700072,0.0,0.09,24.0,626.0142809697775,0.034482759
2020-02-24,February,2020,RAM,0.971302579,0.0,0.07,28.0,969.9110061750818,0.022222222000000003
2020-02-24,February,2020,RCS PHONES,,0.0,0.23,40.0,,0.105263158
2020-02-24,February,2020,RIS,0.9825614840000001,1.166666667,0.07,24.0,622.7122030237581,0.017241378999999998
2020-02-24,February,2020,SCS,,0.0,0.15,34.0,,
2020-02-24,February,2020,WISE,0.9704417790000001,0.0,0.11,27.0,546.0337985172264,0.006944444
2020-02-25,February,2020,Client Transactions,0.889580195,0.0,0.01,31.0,338.96919127086005,0.048780488
2020-02-25,February,2020,Participant Transactions,0.951700378,0.0,0.03,20.0,649.5004006410256,0.034482759
2020-02-25,February,2020,RAM,0.966267115,0.0,0.07,25.0,891.2694029850746,0.022222222000000003
2020-02-25,February,2020,RCS PHONES,,0.0,0.12,37.0,,0.105263158
2020-02-25,February,2020,RIS,1.026184846,0.0,0.06,35.0,609.6632801161103,0.017241378999999998
2020-02-25,February,2020,SCS,,0.0,0.03,40.0,,
2020-02-25,February,2020,WISE,0.976701233,0.0,0.04,28.0,554.622864979429,0.006944444
2020-02-26,February,2020,Client Transactions,0.9824950029999999,0.0,0.0,27.0,379.2540165002171,0.048780488
2020-02-26,February,2020,Participant Transactions,0.93537516,0.0,0.08,29.0,686.2653594771242,0.034482759
2020-02-26,February,2020,RAM,0.975590159,0.0,0.06,22.0,933.2609553888669,0.022222222000000003
2020-02-26,February,2020,RCS PHONES,,0.0,0.08,42.0,,0.105263158
2020-02-26,February,2020,RIS,1.015939376,0.0,0.07,34.0,614.3490115882754,0.017241378999999998
2020-02-26,February,2020,SCS,,0.46666666700000003,0.03,34.0,,
2020-02-26,February,2020,WISE,0.972151848,0.0,0.06,29.0,540.1702155453952,0.006944444
2020-02-27,February,2020,Client Transactions,0.9531236129999999,0.0,0.02,24.0,371.05701394585725,0.048780488
2020-02-27,February,2020,Participant Transactions,0.906507263,0.0,0.07,25.0,697.8523584905661,0.034482759
2020-02-27,February,2020,RAM,0.97032633,0.0,0.07,32.0,984.1777210884354,0.022222222000000003
2020-02-27,February,2020,RCS PHONES,,0.0,0.08,42.0,,0.105263158
2020-02-27,February,2020,RIS,1.0163450109999999,0.316666667,0.08,34.0,612.8846401028278,0.017241378999999998
2020-02-27,February,2020,SCS,,0.0,0.02,38.0,,
2020-02-27,February,2020,WISE,0.966277407,0.5,0.06,29.0,552.5195693476884,0.006944444
2020-02-28,February,2020,Client Transactions,0.9210204790000001,0.0,0.01,27.0,282.90243101182654,0.048780488
2020-02-28,February,2020,Participant Transactions,0.9542369209999999,0.0,0.12,29.0,648.0896396396396,0.034482759
2020-02-28,February,2020,RAM,0.951425828,0.0,0.11,32.0,971.4627956989248,0.022222222000000003
2020-02-28,February,2020,RCS PHONES,,0.0,0.2,54.0,,0.105263158
2020-02-28,February,2020,RIS,0.96628357,0.333333333,0.12,33.0,640.4519464720195,0.017241378999999998
2020-02-28,February,2020,SCS,,0.75,0.05,37.0,,
2020-02-28,February,2020,WISE,0.961918605,0.0,0.1,31.0,575.2322724734785,0.006944444
2020-03-02,March,2020,Client Transactions,0.9470207140000001,0.0,0.0,30.0,284.4926253687316,0.048780488
2020-03-02,March,2020,Participant Transactions,1.008839323,0.0,0.09,27.0,648.5051363797379,0.032258065
2020-03-02,March,2020,RAM,0.982839747,0.0,0.11,24.0,1016.1775096940974,0.022727273
2020-03-02,March,2020,RCS PHONES,,3.45,0.05,35.0,,0.111111111
2020-03-02,March,2020,RIS,1.00800898,0.833333333,0.18,35.0,638.0976382488479,0.017094017
2020-03-02,March,2020,SCS,,0.5,0.13,37.0,,
2020-03-02,March,2020,WISE,0.9632957059999999,0.5,0.15,27.0,556.5241522082019,0.007246376999999998
2020-03-03,March,2020,Client Transactions,0.892624361,0.0,0.0,23.0,362.94764862466724,0.048780488
2020-03-03,March,2020,Participant Transactions,0.916694282,0.0,0.06,24.0,569.5302150904746,0.032258065
2020-03-03,March,2020,RAM,0.9818438140000001,0.0,0.05,23.0,1020.3192397207138,0.022727273
2020-03-03,March,2020,RCS PHONES,,0.0,0.04,28.0,,0.111111111
2020-03-03,March,2020,RIS,1.008214826,1.333333333,0.11,38.0,581.4536048064085,0.017094017
2020-03-03,March,2020,SCS,,0.0,0.04,42.0,,
2020-03-03,March,2020,WISE,0.9600398729999999,0.0,0.08,33.0,548.7971592324944,0.007246376999999998
2020-03-04,March,2020,Client Transactions,0.9189891570000001,0.0,0.0,25.0,392.51866028708133,0.048780488
2020-03-04,March,2020,Participant Transactions,0.916560881,0.0,0.06,29.0,610.7715481171548,0.032258065
2020-03-04,March,2020,RAM,0.9506606940000001,0.0,0.05,21.0,894.6732342007435,0.022727273
2020-03-04,March,2020,RCS PHONES,,0.0,0.04,26.0,,0.111111111
2020-03-04,March,2020,RIS,1.016439503,1.083333333,0.07,33.0,592.319511292114,0.017094017
2020-03-04,March,2020,SCS,,0.75,0.04,45.0,,
2020-03-04,March,2020,WISE,0.959329331,0.0,0.06,31.0,541.365917551358,0.007246376999999998
2020-03-05,March,2020,Client Transactions,0.9226978000000001,0.0,0.02,26.0,400.6335433834222,0.048780488
2020-03-05,March,2020,Participant Transactions,0.9392846659999999,0.0,0.05,26.0,623.9816924328723,0.032258065
2020-03-05,March,2020,RAM,0.9624104609999999,0.0,0.04,21.0,1091.8219178082193,0.022727273
2020-03-05,March,2020,RCS PHONES,,0.0,0.0,31.0,,0.111111111
2020-03-05,March,2020,RIS,0.985047914,0.26666666699999997,0.12,36.0,578.7922606924643,0.017094017
2020-03-05,March,2020,SCS,,0.0,0.04,47.0,,
2020-03-05,March,2020,WISE,0.969137158,0.0,0.06,30.0,538.0188789697058,0.007246376999999998
2020-03-06,March,2020,Client Transactions,0.960867748,0.0,0.02,30.0,310.0061491160646,0.048780488
2020-03-06,March,2020,Participant Transactions,0.966945554,0.0,0.06,25.0,713.55,0.032258065
2020-03-06,March,2020,RAM,0.974834445,0.0,0.1,26.0,1000.4853647881171,0.022727273
2020-03-06,March,2020,RCS PHONES,,0.0,0.08,36.0,,0.111111111
2020-03-06,March,2020,RIS,0.992998611,1.083333333,0.12,37.0,585.8528072837632,0.017094017
2020-03-06,March,2020,SCS,,0.0,0.11,45.0,,
2020-03-06,March,2020,WISE,0.959492042,0.0,0.08,32.0,536.305900621118,0.007246376999999998
2020-03-09,March,2020,Client Transactions,0.943696338,0.0,0.01,20.0,345.99238675295015,0.048780488
2020-03-09,March,2020,Participant Transactions,0.9712830370000001,0.0,0.09,25.0,670.6451872734596,0.032258065
2020-03-09,March,2020,RAM,0.9675998859999999,0.0,0.12,24.0,1082.1673003802282,0.022727273
2020-03-09,March,2020,RCS PHONES,,0.0,0.26,44.0,,0.111111111
2020-03-09,March,2020,RIS,0.9997640740000001,0.41666666700000005,0.15,33.0,627.3333333333334,0.017094017
2020-03-09,March,2020,SCS,,0.0,0.16,33.0,,
2020-03-09,March,2020,WISE,0.952243732,0.0,0.14,28.0,560.91749434556,0.007246376999999998
2020-03-10,March,2020,Client Transactions,0.928992888,0.0,0.06,24.0,380.0908677873694,0.048780488
2020-03-10,March,2020,Participant Transactions,0.9670362920000001,0.0,0.03,24.0,658.2281825460368,0.032258065
2020-03-10,March,2020,RAM,0.9805303890000001,0.0,0.07,28.0,994.763483642794,0.022727273
2020-03-10,March,2020,RCS PHONES,,0.0,0.05,38.0,,0.111111111
2020-03-10,March,2020,RIS,0.991125202,5.416666667,0.09,31.0,613.3603117505995,0.017094017
2020-03-10,March,2020,SCS,,0.25,0.08,29.0,,
2020-03-10,March,2020,WISE,0.924041837,0.0,0.09,26.0,546.4137654603757,0.007246376999999998
2020-03-11,March,2020,Client Transactions,0.930356243,0.0,0.1,27.0,398.59320434167057,0.048780488
2020-03-11,March,2020,Participant Transactions,0.980824458,0.0,0.04,28.0,596.9528337771015,0.032258065
2020-03-11,March,2020,RAM,0.972612039,0.0,0.12,32.0,958.2926162260711,0.022727273
2020-03-11,March,2020,RCS PHONES,,0.433333333,0.0,33.0,,0.111111111
2020-03-11,March,2020,RIS,0.967712072,3.433333333,0.05,27.0,582.8986283037806,0.017094017
2020-03-11,March,2020,SCS,,2.583333333,0.1,28.0,,
2020-03-11,March,2020,WISE,0.9637530529999999,1.75,0.07,30.0,559.1410144020037,0.007246376999999998
2020-03-12,March,2020,Client Transactions,0.963714637,0.0,0.03,15.0,459.77856510186007,0.048780488
2020-03-12,March,2020,Participant Transactions,0.9373970640000001,0.0,0.03,26.0,657.0112068965517,0.032258065
2020-03-12,March,2020,RAM,0.962823295,0.0,0.03,23.0,931.3957648776926,0.022727273
2020-03-12,March,2020,RCS PHONES,,0.0,0.13,35.0,,0.111111111
2020-03-12,March,2020,RIS,1.000174396,4.25,0.07,27.0,641.3117695025823,0.017094017
2020-03-12,March,2020,SCS,,0.0,0.11,29.0,,
2020-03-12,March,2020,WISE,0.9621389770000001,6.666666667,0.09,26.0,585.3684210526316,0.007246376999999998
2020-03-13,March,2020,Client Transactions,0.9402032379999999,0.0,0.07,24.0,313.4873949579832,0.048780488
2020-03-13,March,2020,Participant Transactions,0.956339142,0.0,0.06,26.0,582.4358161648178,0.032258065
2020-03-13,March,2020,RAM,0.9643206670000001,0.0,0.07,25.0,1145.5693571773804,0.022727273
2020-03-13,March,2020,RCS PHONES,,0.333333333,0.13,45.0,,0.111111111
2020-03-13,March,2020,RIS,0.9780955790000001,9.083333332999999,0.08,35.0,611.9451038575668,0.017094017
2020-03-13,March,2020,SCS,,7.5,0.05,29.0,,
2020-03-13,March,2020,WISE,0.949002747,10.0,0.08,26.0,590.0969837076178,0.007246376999999998
2020-03-16,March,2020,Client Transactions,0.893922529,0.0,0.03,27.0,321.7309644670051,0.048780488
2020-03-16,March,2020,Participant Transactions,0.975100395,0.0,0.04,16.0,674.1629370629371,0.032258065
2020-03-16,March,2020,RAM,0.937809462,0.0,0.03,21.0,1073.340611353712,0.022727273
2020-03-16,March,2020,RCS PHONES,,8.666666667000001,0.01,28.0,,0.111111111
2020-03-16,March,2020,RIS,0.969662762,10.08333333,0.08,29.0,681.6714628297362,0.017094017
2020-03-16,March,2020,SCS,,15.88333333,0.1,32.0,,
2020-03-16,March,2020,WISE,0.9418390190000001,2.75,0.08,21.0,604.1731854639073,0.007246376999999998
2020-03-17,March,2020,Client Transactions,0.9765284470000001,0.0,0.0,18.0,397.14686998394865,0.048780488
2020-03-17,March,2020,Participant Transactions,0.9444213840000001,0.0,0.01,18.0,668.3737730663526,0.032258065
2020-03-17,March,2020,RAM,0.950821244,0.0,0.09,28.0,1083.0883956386292,0.022727273
2020-03-17,March,2020,RCS PHONES,,8.45,0.0,26.0,,0.111111111
2020-03-17,March,2020,RIS,0.924577422,41.05,0.05,32.0,657.8189873417722,0.017094017
2020-03-17,March,2020,SCS,,67.01666667,0.04,35.0,,
2020-03-17,March,2020,WISE,0.924743222,0.0,0.09,24.0,616.3040494938133,0.007246376999999998
2020-03-18,March,2020,Client Transactions,0.964667079,0.0,0.0,14.0,422.69489414694897,0.048780488
2020-03-18,March,2020,Participant Transactions,0.926137243,0.0,0.04,22.0,783.0224719101124,0.032258065
2020-03-18,March,2020,RAM,0.947108376,14.25,0.02,26.0,1172.3609568560444,0.022727273
2020-03-18,March,2020,RCS PHONES,,2.116666667,0.0,32.0,,0.111111111
2020-03-18,March,2020,RIS,0.983261967,28.65,0.06,29.0,629.7369526094781,0.017094017
2020-03-18,March,2020,SCS,,19.31666667,0.06,30.0,,
2020-03-18,March,2020,WISE,0.942223749,2.0,0.04,22.0,615.3438924605493,0.007246376999999998
2020-03-19,March,2020,Client Transactions,0.953966109,0.0,0.02,19.0,467.7142168674699,0.048780488
2020-03-19,March,2020,Participant Transactions,0.92461987,3.75,0.02,27.0,747.1649159663865,0.032258065
2020-03-19,March,2020,RAM,0.9646658659999999,3.0,0.06,23.0,1205.5608397600686,0.022727273
2020-03-19,March,2020,RCS PHONES,,8.15,0.06,35.0,,0.111111111
2020-03-19,March,2020,RIS,0.9346936579999999,36.45,0.05,28.0,658.2505846976278,0.017094017
2020-03-19,March,2020,SCS,,21.81666667,0.05,32.0,,
2020-03-19,March,2020,WISE,0.920588185,3.0,0.07,24.0,622.9637032495401,0.007246376999999998
2020-03-20,March,2020,Client Transactions,0.961711236,0.0,0.02,21.0,387.375,0.048780488
2020-03-20,March,2020,Participant Transactions,0.949305637,1.0,0.0,20.0,777.2005899705015,0.032258065
2020-03-20,March,2020,RAM,0.9748983640000001,3.75,0.04,22.0,1220.0516641828117,0.022727273
2020-03-20,March,2020,RCS PHONES,,0.283333333,0.03,31.0,,0.111111111
2020-03-20,March,2020,RIS,0.98206601,35.55,0.07,34.0,637.7408854166666,0.017094017
2020-03-20,March,2020,SCS,,13.9,0.07,36.0,,
2020-03-20,March,2020,WISE,0.9619343909999999,0.0,0.09,26.0,609.2774176478371,0.007246376999999998
2020-03-23,March,2020,Client Transactions,0.9929581390000001,0.0,0.03,21.0,365.89572393098274,0.048780488
2020-03-23,March,2020,Participant Transactions,0.9185927690000001,0.0,0.02,18.0,859.8725714285714,0.032258065
2020-03-23,March,2020,RAM,0.965096987,0.0,0.04,18.0,1145.2374508948058,0.022727273
2020-03-23,March,2020,RCS PHONES,,3.366666667,0.08,32.0,,0.111111111
2020-03-23,March,2020,RIS,0.944671666,102.0666667,0.05,32.0,707.9616485403549,0.017094017
2020-03-23,March,2020,SCS,,39.98333333,0.12,34.0,,
2020-03-23,March,2020,WISE,0.911783036,2.15,0.08,21.0,633.331499312242,0.007246376999999998
2020-03-24,March,2020,Client Transactions,0.927391258,0.0,0.03,19.0,419.42295233688105,0.048780488
2020-03-24,March,2020,Participant Transactions,0.9645573959999999,0.0,0.01,17.0,847.4433368310598,0.032258065
2020-03-24,March,2020,RAM,0.97950026,0.5,0.07,25.0,1062.574434299325,0.022727273
2020-03-24,March,2020,RCS PHONES,,0.0,0.0,26.0,,0.111111111
2020-03-24,March,2020,RIS,0.949823802,42.95,0.05,28.0,639.8740690589032,0.017094017
2020-03-24,March,2020,SCS,,20.48333333,0.04,27.0,,
2020-03-24,March,2020,WISE,0.9632988720000001,4.0,0.03,18.0,602.4272534596683,0.007246376999999998
2020-03-25,March,2020,Client Transactions,0.979107981,0.0,0.0,16.0,493.376370887338,0.048780488
2020-03-25,March,2020,Participant Transactions,0.878403568,0.0,0.02,20.0,814.4399763453578,0.032258065
2020-03-25,March,2020,RAM,0.982362948,8.666666667000001,0.03,28.0,1260.1270417422868,0.022727273
2020-03-25,March,2020,RCS PHONES,,7.75,0.0,28.0,,0.111111111
2020-03-25,March,2020,RIS,0.9695605620000001,38.9,0.02,23.0,635.4395840803155,0.017094017
2020-03-25,March,2020,SCS,,7.0,0.04,28.0,,
2020-03-25,March,2020,WISE,0.965424582,1.266666667,0.05,24.0,589.8312564140156,0.007246376999999998
2020-03-26,March,2020,Client Transactions,0.9661937009999999,0.0,0.0,18.0,536.1148429035753,0.048780488
2020-03-26,March,2020,Participant Transactions,0.8852520709999999,0.0,0.01,19.0,865.32,0.032258065
2020-03-26,March,2020,RAM,0.972889129,0.0,0.05,25.0,1192.8312948123155,0.022727273
2020-03-26,March,2020,RCS PHONES,,0.0,0.0,28.0,,0.111111111
2020-03-26,March,2020,RIS,1.001306724,14.28333333,0.03,31.0,623.4771553436631,0.017094017
2020-03-26,March,2020,SCS,,12.08333333,0.06,27.0,,
2020-03-26,March,2020,WISE,0.9562319779999999,0.583333333,0.04,24.0,570.6940527283875,0.007246376999999998
2020-03-27,March,2020,Client Transactions,0.89958932,0.0,0.0,16.0,399.1343157894737,0.048780488
2020-03-27,March,2020,Participant Transactions,0.883723519,0.0,0.0,17.0,739.1193952033368,0.032258065
2020-03-27,March,2020,RAM,0.982047489,0.0,0.06,26.0,1247.6861943687557,0.022727273
2020-03-27,March,2020,RCS PHONES,,1.133333333,0.06,33.0,,0.111111111
2020-03-27,March,2020,RIS,0.983185085,19.03333333,0.01,28.0,606.5294850498339,0.017094017
2020-03-27,March,2020,SCS,,9.416666667000001,0.05,30.0,,
2020-03-27,March,2020,WISE,0.9653507659999999,0.21666666699999998,0.07,26.0,580.881698685541,0.007246376999999998
2020-03-30,March,2020,Client Transactions,1.015426879,0.0,0.0,14.0,465.94232437120553,0.048780488
2020-03-30,March,2020,Participant Transactions,0.9645012559999999,0.0,0.0,15.0,874.0621526023244,0.032258065
2020-03-30,March,2020,RAM,0.9818672559999999,0.25,0.05,18.0,1101.0939393939393,0.022727273
2020-03-30,March,2020,RCS PHONES,,0.0,0.03,25.0,,0.111111111
2020-03-30,March,2020,RIS,0.985789582,17.73333333,0.03,21.0,612.8143752060666,0.017094017
2020-03-30,March,2020,SCS,,20.88333333,0.07,27.0,,
2020-03-30,March,2020,WISE,0.948337793,0.0,0.04,18.0,583.8143318430203,0.007246376999999998
2020-03-31,March,2020,Client Transactions,0.947965823,0.0,0.0,14.0,372.1211003019121,0.048780488
2020-03-31,March,2020,Participant Transactions,1.021878307,0.0,0.01,16.0,798.8824343015215,0.032258065
2020-03-31,March,2020,RAM,0.9775487740000001,0.5,0.01,17.0,1240.3356984478935,0.022727273
2020-03-31,March,2020,RCS PHONES,,3.5333333330000003,0.01,25.0,,0.111111111
2020-03-31,March,2020,RIS,0.98633799,30.71666667,0.04,22.0,623.4672,0.017094017
2020-03-31,March,2020,SCS,,1.6333333330000002,0.06,25.0,,
2020-03-31,March,2020,WISE,0.9466802190000001,0.0,0.03,20.0,567.4709076803724,0.007246376999999998
