date,month,year,bu,Conformance %,System Outage (hrs),Unplanned out %,Shrinkage %,aht,Attrition %
2019-06-05,June,2019,RAM,0.963887718,0.0,0.03,37.0,944.3655507559396,0.022222222000000003
2019-06-05,June,2019,RCS PHONES,,0.0,0.05,47.0,,0.105263158
2019-06-05,June,2019,RIS,0.98904158,0.0,0.07,46.0,600.0,0.019047619
2019-06-05,June,2019,SCS,,0.0,0.03,39.0,,
2019-06-05,June,2019,WISE,0.959499109,0.0,0.05,33.0,550.6850050805632,0.006535948000000001
2019-06-06,June,2019,Client Transactions,0.847859129,0.0,0.0,23.0,465.97232570516235,0.046511628
2019-06-06,June,2019,Participant Transactions,0.881045135,0.0,0.06,31.0,536.3476357267951,0.036363636
2019-06-06,June,2019,RAM,0.9281675140000001,0.0,0.02,40.0,1112.750756200847,0.022222222000000003
2019-06-06,June,2019,RCS PHONES,,0.0,0.03,41.0,,0.105263158
2019-06-06,June,2019,RIS,0.973732539,0.0,0.04,46.0,590.0,0.019047619
2019-06-06,June,2019,SCS,,0.0,0.05,43.0,,
2019-06-06,June,2019,WISE,0.9460870000000001,0.0,0.05,32.0,539.9041074737493,0.006535948000000001
2019-06-07,June,2019,Client Transactions,0.844293594,0.0,0.02,30.0,370.83123877917416,0.046511628
2019-06-07,June,2019,Participant Transactions,0.849883782,0.0,0.03,29.0,578.2828666350262,0.036363636
2019-06-07,June,2019,RAM,0.959876035,0.0,0.03,39.0,1108.0293757649938,0.022222222000000003
2019-06-07,June,2019,RCS PHONES,,0.0,0.05,48.0,,0.105263158
2019-06-07,June,2019,RIS,0.987884708,0.533333333,0.03,49.0,578.0,0.019047619
2019-06-07,June,2019,SCS,,0.0,0.08,44.0,,
2019-06-07,June,2019,WISE,0.9454801429999999,0.0,0.06,31.0,546.337343892781,0.006535948000000001
2019-06-10,June,2019,Client Transactions,0.887687923,0.0,0.03,34.0,285.73777616805506,0.046511628
2019-06-10,June,2019,Participant Transactions,0.8730496940000001,0.0,0.13,29.0,470.0759410801964,0.036363636
2019-06-10,June,2019,RAM,0.989087512,0.0,0.07,32.0,927.220251293422,0.022222222000000003
2019-06-10,June,2019,RCS PHONES,,0.0,0.0,33.0,,0.105263158
2019-06-10,June,2019,RIS,0.9824269959999999,0.0,0.06,40.0,606.0,0.019047619
2019-06-10,June,2019,SCS,,0.0,0.12,34.0,,
2019-06-10,June,2019,WISE,0.9622617790000001,2.0,0.09,26.0,548.9285875961974,0.006535948000000001
2019-06-11,June,2019,Client Transactions,0.9013033570000001,0.0,0.0,34.0,350.0223586146427,0.046511628
2019-06-11,June,2019,Participant Transactions,0.881653138,0.0,0.08,31.0,427.82500885582715,0.036363636
2019-06-11,June,2019,RAM,0.964446847,0.0,0.09,42.0,1137.942784488239,0.022222222000000003
2019-06-11,June,2019,RCS PHONES,,0.0,0.06,31.0,,0.105263158
2019-06-11,June,2019,RIS,0.9783597279999999,0.0,0.04,35.0,605.0,0.019047619
2019-06-11,June,2019,SCS,,0.25,0.04,39.0,,
2019-06-11,June,2019,WISE,0.969360283,0.0,0.07,29.0,546.1531668276529,0.006535948000000001
2019-06-12,June,2019,Client Transactions,0.8608658440000001,0.0,0.01,29.0,436.16675461741426,0.046511628
2019-06-12,June,2019,Participant Transactions,0.86835027,0.0,0.06,32.0,501.52790409260024,0.036363636
2019-06-12,June,2019,RAM,0.966882754,0.0,0.06,38.0,1001.0798519301957,0.022222222000000003
2019-06-12,June,2019,RCS PHONES,,1.0,0.03,39.0,,0.105263158
2019-06-12,June,2019,RIS,0.989044206,0.0,0.02,41.0,601.0,0.019047619
2019-06-12,June,2019,SCS,,0.0,0.05,46.0,,
2019-06-12,June,2019,WISE,0.9549314190000001,1.5,0.06,31.0,529.0702710254261,0.006535948000000001
2019-06-13,June,2019,Client Transactions,0.8431217540000001,0.0,0.01,18.0,462.5712195121951,0.046511628
2019-06-13,June,2019,Participant Transactions,0.823847915,0.0,0.09,39.0,525.3879981676591,0.036363636
2019-06-13,June,2019,RAM,0.986755287,0.0,0.06,37.0,1052.787063537493,0.022222222000000003
2019-06-13,June,2019,RCS PHONES,,0.0,0.05,43.0,,0.105263158
2019-06-13,June,2019,RIS,0.9859104040000001,1.0,0.02,37.0,579.0,0.019047619
2019-06-13,June,2019,SCS,,0.0,0.06,46.0,,
2019-06-13,June,2019,WISE,0.955664975,0.933333333,0.04,30.0,536.3785513581017,0.006535948000000001
2019-06-14,June,2019,Client Transactions,0.8358002290000001,0.0,0.01,24.0,311.2130028735632,0.046511628
2019-06-14,June,2019,Participant Transactions,0.898540401,0.0,0.08,39.0,461.61858585858585,0.036363636
2019-06-14,June,2019,RAM,0.9602513779999999,0.0,0.08,46.0,962.7820289855073,0.022222222000000003
2019-06-14,June,2019,RCS PHONES,,0.0,0.06,48.0,,0.105263158
2019-06-14,June,2019,RIS,1.0101,0.783333333,0.05,45.0,590.0,0.019047619
2019-06-14,June,2019,SCS,,0.75,0.09,51.0,,
2019-06-14,June,2019,WISE,0.947189795,0.0,0.07,36.0,547.4509803921569,0.006535948000000001
2019-06-17,June,2019,Client Transactions,0.87362073,0.0,0.05,33.0,282.0937610151569,0.046511628
2019-06-17,June,2019,Participant Transactions,0.910030434,7.0,0.07,29.0,556.7247670807453,0.036363636
2019-06-17,June,2019,RAM,0.993610842,0.0,0.11,39.0,946.951367781155,0.022222222000000003
2019-06-17,June,2019,RCS PHONES,,1.083333333,0.12,40.0,,0.105263158
2019-06-17,June,2019,RIS,0.9990175490000001,0.0,0.05,26.0,593.0,0.019047619
2019-06-17,June,2019,SCS,,2.75,0.07,36.0,,
2019-06-17,June,2019,WISE,0.948242046,0.583333333,0.08,27.0,543.2236636636636,0.006535948000000001
2019-06-18,June,2019,Client Transactions,0.855604782,0.0,0.06,33.0,314.82125603864733,0.046511628
2019-06-18,June,2019,Participant Transactions,0.899259259,0.0,0.07,33.0,553.433789954338,0.036363636
2019-06-18,June,2019,RAM,0.94877969,0.0,0.03,35.0,978.4016649323621,0.022222222000000003
2019-06-18,June,2019,RCS PHONES,,1.75,0.03,42.0,,0.105263158
2019-06-18,June,2019,RIS,0.995660819,0.0,0.03,37.0,574.0,0.019047619
2019-06-18,June,2019,SCS,,0.0,0.01,42.0,,
2019-06-18,June,2019,WISE,0.9588128579999999,0.0,0.05,31.0,551.7523757806136,0.006535948000000001
2019-06-19,June,2019,Client Transactions,0.8761104009999999,0.0,0.05,26.0,393.86097228532486,0.046511628
2019-06-19,June,2019,Participant Transactions,0.8692398590000001,0.0,0.06,32.0,533.8346116970278,0.036363636
2019-06-19,June,2019,RAM,0.98164618,0.0,0.01,33.0,1044.57310628303,0.022222222000000003
2019-06-19,June,2019,RCS PHONES,,0.0,0.03,44.0,,0.105263158
2019-06-19,June,2019,RIS,0.970415087,0.0,0.03,35.0,593.0,0.019047619
2019-06-19,June,2019,SCS,,0.0,0.02,40.0,,
2019-06-19,June,2019,WISE,0.9448529529999999,0.0,0.05,30.0,541.6994904076738,0.006535948000000001
2019-06-20,June,2019,Client Transactions,0.877065545,0.0,0.05,24.0,404.90122914837576,0.046511628
2019-06-20,June,2019,Participant Transactions,0.835956838,0.0,0.09,34.0,505.0574548907882,0.036363636
2019-06-20,June,2019,RAM,0.974130675,0.0,0.04,30.0,1197.4095622119817,0.022222222000000003
2019-06-20,June,2019,RCS PHONES,,1.25,0.09,61.0,,0.105263158
2019-06-20,June,2019,RIS,0.977549873,0.0,0.04,43.0,592.0,0.019047619
2019-06-20,June,2019,SCS,,2.0,0.03,40.0,,
2019-06-20,June,2019,WISE,0.929351741,0.0,0.04,33.0,552.7293278713397,0.006535948000000001
2019-06-21,June,2019,Client Transactions,0.884445852,0.0,0.02,25.0,326.12611275964395,0.046511628
2019-06-21,June,2019,Participant Transactions,0.8887279840000001,0.0,0.04,37.0,492.58912655971477,0.036363636
2019-06-21,June,2019,RAM,0.970076536,0.0,0.09,36.0,1124.1522781774581,0.022222222000000003
2019-06-21,June,2019,RCS PHONES,,0.0,0.06,52.0,,0.105263158
2019-06-21,June,2019,RIS,0.9539928440000001,0.333333333,0.07,44.0,600.0,0.019047619
2019-06-21,June,2019,SCS,,0.0,0.1,45.0,,
2019-06-21,June,2019,WISE,0.943488467,0.333333333,0.09,35.0,564.1048636926889,0.006535948000000001
2019-06-24,June,2019,Client Transactions,0.911974155,0.0,0.1,32.0,276.121935272965,0.046511628
2019-06-24,June,2019,Participant Transactions,0.9293377909999999,0.0,0.07,31.0,517.6073895027624,0.036363636
2019-06-24,June,2019,RAM,0.958063922,0.0,0.1,29.0,1084.1519302615193,0.022222222000000003
2019-06-24,June,2019,RCS PHONES,,0.0,0.03,36.0,,0.105263158
2019-06-24,June,2019,RIS,0.9769181370000001,0.0,0.05,36.0,598.0,0.019047619
2019-06-24,June,2019,SCS,,3.433333333,0.08,33.0,,
2019-06-24,June,2019,WISE,0.950221898,0.0,0.07,27.0,543.9349215572341,0.006535948000000001
2019-06-25,June,2019,Client Transactions,0.8319010509999999,0.0,0.03,36.0,304.3868365180467,0.046511628
2019-06-25,June,2019,Participant Transactions,0.904468371,0.0,0.02,33.0,506.84792219274976,0.036363636
2019-06-25,June,2019,RAM,0.968493795,0.0,0.09,30.0,1135.9416488222698,0.022222222000000003
2019-06-25,June,2019,RCS PHONES,,0.0,0.0,36.0,,0.105263158
2019-06-25,June,2019,RIS,0.955408701,0.0,0.01,34.0,580.0,0.019047619
2019-06-25,June,2019,SCS,,0.0,0.09,44.0,,
2019-06-25,June,2019,WISE,0.938684392,0.0,0.02,33.0,565.6226549175668,0.006535948000000001
2019-06-26,June,2019,Client Transactions,0.877187671,0.0,0.03,28.0,339.20512820512823,0.046511628
2019-06-26,June,2019,Participant Transactions,0.932681765,0.0,0.03,35.0,564.6318312559923,0.036363636
2019-06-26,June,2019,RAM,0.9555387009999999,0.0,0.06,28.0,1172.807187284036,0.022222222000000003
2019-06-26,June,2019,RCS PHONES,,0.0,0.01,36.0,,0.105263158
2019-06-26,June,2019,RIS,0.943238826,0.333333333,0.02,35.0,594.0,0.019047619
2019-06-26,June,2019,SCS,,0.0,0.07,42.0,,
2019-06-26,June,2019,WISE,0.928070785,0.333333333,0.04,35.0,549.9938791124713,0.006535948000000001
2019-06-27,June,2019,Client Transactions,0.82662486,0.0,0.02,23.0,416.90228013029315,0.046511628
2019-06-27,June,2019,Participant Transactions,0.8670899609999999,0.0,0.04,33.0,493.6891352549889,0.036363636
2019-06-27,June,2019,RAM,0.969828073,0.0,0.01,34.0,1199.8298267326732,0.022222222000000003
2019-06-27,June,2019,RCS PHONES,,0.0,0.03,39.0,,0.105263158
2019-06-27,June,2019,RIS,0.993024919,0.283333333,0.04,32.0,618.0,0.019047619
2019-06-27,June,2019,SCS,,0.9,0.03,44.0,,
2019-06-27,June,2019,WISE,0.9532448379999999,2.566666667,0.03,36.0,549.5265500794912,0.006535948000000001
2019-06-28,June,2019,Client Transactions,0.854700575,0.0,0.02,24.0,301.7934693877551,0.046511628
2019-06-28,June,2019,Participant Transactions,0.90593875,0.0,0.01,31.0,495.2388114453412,0.036363636
2019-06-28,June,2019,RAM,0.95699276,0.0,0.07,27.0,1198.0611995104039,0.022222222000000003
2019-06-28,June,2019,RCS PHONES,,0.0,0.03,42.0,,0.105263158
2019-06-28,June,2019,RIS,0.9764229809999999,2.75,0.08,37.0,595.0,0.019047619
2019-06-28,June,2019,SCS,,0.0,0.05,44.0,,
2019-06-28,June,2019,WISE,0.957597512,3.333333333,0.04,32.0,570.1065426170468,0.006535948000000001
2019-07-01,July,2019,Client Transactions,0.808844552,0.0,0.06,30.0,273.6085271317829,0.047619048
2019-07-01,July,2019,Participant Transactions,0.8112651190000001,0.0,0.06,22.0,453.52062163777646,0.038461538
2019-07-01,July,2019,RAM,0.974990026,0.0,0.05,18.0,1012.74375,0.023255814
2019-07-01,July,2019,RCS PHONES,,0.0,0.07,32.0,,0.111111111
2019-07-01,July,2019,RIS,0.9800267029999999,2.35,0.12,29.0,595.0,0.019607843
2019-07-01,July,2019,SCS,,0.0,0.08,32.0,,
2019-07-01,July,2019,WISE,0.9496776720000001,3.433333333,0.08,24.0,588.587138468058,0.006756757
2019-07-02,July,2019,Client Transactions,0.849838953,0.0,0.05,29.0,370.0249388753056,0.047619048
2019-07-02,July,2019,Participant Transactions,0.8502951529999999,0.0,0.04,30.0,482.40504898266767,0.038461538
2019-07-02,July,2019,RAM,0.958606957,0.0,0.05,27.0,1032.6011616650533,0.023255814
2019-07-02,July,2019,RCS PHONES,,0.0,0.06,38.0,,0.111111111
2019-07-02,July,2019,RIS,0.991813115,0.0,0.05,33.0,611.0,0.019607843
2019-07-02,July,2019,SCS,,0.0,0.03,43.0,,
2019-07-02,July,2019,WISE,0.9372352079999999,0.75,0.04,25.0,564.3072677092916,0.006756757
2019-07-03,July,2019,Client Transactions,0.85504643,0.0,0.06,26.0,361.83895131086143,0.047619048
2019-07-03,July,2019,Participant Transactions,0.842712928,0.0,0.07,32.0,553.4194594594594,0.038461538
2019-07-03,July,2019,RAM,0.965040858,0.0,0.04,27.0,1005.4989898989899,0.023255814
2019-07-03,July,2019,RCS PHONES,,0.26666666699999997,0.04,34.0,,0.111111111
2019-07-03,July,2019,RIS,0.983539103,1.0,0.04,30.0,602.0,0.019607843
2019-07-03,July,2019,SCS,,4.583333333,0.02,44.0,,
2019-07-03,July,2019,WISE,0.9514876859999999,0.5,0.04,27.0,554.4426088452934,0.006756757
2019-07-04,July,2019,Client Transactions,,0.0,,,0.0,0.047619048
2019-07-04,July,2019,Participant Transactions,,0.0,,,0.0,0.038461538
2019-07-04,July,2019,RAM,,0.0,,,0.0,0.023255814
2019-07-04,July,2019,RCS PHONES,,0.0,,,,0.111111111
2019-07-04,July,2019,RIS,,0.0,,,,0.019607843
2019-07-04,July,2019,SCS,,0.0,,,,
2019-07-04,July,2019,WISE,,0.0,,,,0.006756757
2019-07-05,July,2019,Client Transactions,0.9209287840000001,0.0,0.07,40.0,307.8871728871729,0.047619048
2019-07-05,July,2019,Participant Transactions,0.9262918609999999,0.0,0.15,41.0,537.9238646482636,0.038461538
2019-07-05,July,2019,RAM,0.9698092229999999,0.0,0.09,34.0,933.7122891566265,0.023255814
2019-07-05,July,2019,RCS PHONES,,0.0,0.05,56.0,,0.111111111
2019-07-05,July,2019,RIS,0.983582573,0.0,0.1,42.0,602.0,0.019607843
2019-07-05,July,2019,SCS,,0.0,0.19,62.0,,
2019-07-05,July,2019,WISE,0.954310749,0.0,0.18,38.0,576.0412787088765,0.006756757
2019-07-08,July,2019,Client Transactions,0.848371395,0.0,0.05,25.0,320.51794484321874,0.047619048
2019-07-08,July,2019,Participant Transactions,0.8914163759999999,0.0,0.1,26.0,545.2286110148943,0.038461538
2019-07-08,July,2019,RAM,0.9829669409999999,0.0,0.08,31.0,1045.7192095588234,0.023255814
2019-07-08,July,2019,RCS PHONES,,0.0,0.16,49.0,,0.111111111
2019-07-08,July,2019,RIS,0.9994630290000001,0.0,0.08,24.0,623.0,0.019607843
2019-07-08,July,2019,SCS,,2.0,0.11,34.0,,
2019-07-08,July,2019,WISE,0.935592497,0.0,0.1,27.0,570.0983490327155,0.006756757
2019-07-09,July,2019,Client Transactions,0.9160617059999999,0.0,0.05,33.0,331.5338912133891,0.047619048
2019-07-09,July,2019,Participant Transactions,0.921034997,0.0,0.03,32.0,516.5747172859451,0.038461538
2019-07-09,July,2019,RAM,0.956506257,0.0,0.09,33.0,999.6497797356828,0.023255814
2019-07-09,July,2019,RCS PHONES,,0.0,0.05,41.0,,0.111111111
2019-07-09,July,2019,RIS,0.9889176340000001,0.0,0.07,26.0,635.0,0.019607843
2019-07-09,July,2019,SCS,,0.0,0.07,36.0,,
2019-07-09,July,2019,WISE,0.947567182,0.0,0.05,29.0,560.8227214377407,0.006756757
2019-07-10,July,2019,Client Transactions,0.85959974,0.0,0.01,26.0,418.4232303090728,0.047619048
2019-07-10,July,2019,Participant Transactions,0.867773613,0.0,0.04,28.0,513.7397489539749,0.038461538
2019-07-10,July,2019,RAM,0.976247463,0.0,0.05,35.0,1012.0110787172011,0.023255814
2019-07-10,July,2019,RCS PHONES,,0.0,0.0,36.0,,0.111111111
2019-07-10,July,2019,RIS,0.9987939029999999,0.0,0.08,32.0,608.0,0.019607843
2019-07-10,July,2019,SCS,,0.0,0.06,36.0,,
2019-07-10,July,2019,WISE,0.94372599,0.0,0.04,30.0,576.9882677708765,0.006756757
2019-07-11,July,2019,Client Transactions,0.873728084,0.0,0.03,25.0,453.3006636038795,0.047619048
2019-07-11,July,2019,Participant Transactions,0.956090908,0.0,0.09,35.0,495.1610655737705,0.038461538
2019-07-11,July,2019,RAM,0.9499822840000001,0.0,0.03,36.0,957.801261829653,0.023255814
2019-07-11,July,2019,RCS PHONES,,0.0,0.01,43.0,,0.111111111
2019-07-11,July,2019,RIS,0.948843421,0.5,0.04,31.0,628.0,0.019607843
2019-07-11,July,2019,SCS,,0.0,0.03,32.0,,
2019-07-11,July,2019,WISE,0.955372888,0.0,0.02,27.0,545.1676077265973,0.006756757
2019-07-12,July,2019,Client Transactions,0.841485115,0.0,0.0,27.0,294.1057204923968,0.047619048
2019-07-12,July,2019,Participant Transactions,0.8769830890000001,0.0,0.06,33.0,450.8450536352801,0.038461538
2019-07-12,July,2019,RAM,0.965318385,0.0,0.07,38.0,761.7304383449406,0.023255814
2019-07-12,July,2019,RCS PHONES,,0.0,0.1,55.0,,0.111111111
2019-07-12,July,2019,RIS,0.973920228,0.0,0.06,30.0,608.0,0.019607843
2019-07-12,July,2019,SCS,,7.5,0.07,39.0,,
2019-07-12,July,2019,WISE,0.942705143,0.5,0.06,33.0,574.9860940695296,0.006756757
2019-07-15,July,2019,Client Transactions,0.812704105,0.0,0.05,29.0,250.38069216757742,0.047619048
2019-07-15,July,2019,Participant Transactions,0.950971778,0.0,0.0,20.0,424.54293918037064,0.038461538
2019-07-15,July,2019,RAM,0.88639353,0.0,0.03,32.0,907.5188335358445,0.023255814
2019-07-15,July,2019,RCS PHONES,,0.0,0.01,28.0,,0.111111111
2019-07-15,July,2019,RIS,0.975982635,0.0,0.05,20.0,621.0,0.019607843
2019-07-15,July,2019,SCS,,0.0,0.06,31.0,,
2019-07-15,July,2019,WISE,0.9284172759999999,0.0,0.09,22.0,567.9119260463226,0.006756757
2019-07-16,July,2019,Client Transactions,0.8653086940000001,0.0,0.07,39.0,272.7775229357798,0.047619048
2019-07-16,July,2019,Participant Transactions,0.935572207,0.0,0.01,29.0,524.990057995029,0.038461538
2019-07-16,July,2019,RAM,0.937607527,0.0,0.04,38.0,1003.547047047047,0.023255814
2019-07-16,July,2019,RCS PHONES,,0.0,0.07,40.0,,0.111111111
2019-07-16,July,2019,RIS,1.010921465,0.0,0.07,28.0,594.0,0.019607843
2019-07-16,July,2019,SCS,,1.216666667,0.11,40.0,,
2019-07-16,July,2019,WISE,0.9538784140000001,0.0,0.04,27.0,557.0132291040288,0.006756757
2019-07-17,July,2019,Client Transactions,0.793008849,0.0,0.04,27.0,313.3064894448788,0.047619048
2019-07-17,July,2019,Participant Transactions,0.90315854,0.0,0.03,31.0,541.8766578249337,0.038461538
2019-07-17,July,2019,RAM,0.9284068190000001,0.0,0.07,41.0,895.2086614173228,0.023255814
2019-07-17,July,2019,RCS PHONES,,0.0,0.11,39.0,,0.111111111
2019-07-17,July,2019,RIS,1.039780972,0.0,0.06,32.0,595.0,0.019607843
2019-07-17,July,2019,SCS,,8.25,0.07,41.0,,
2019-07-17,July,2019,WISE,0.949149458,0.0,0.03,25.0,554.5994057615295,0.006756757
2019-07-18,July,2019,Client Transactions,0.815971708,0.0,0.01,26.0,296.9468412942989,0.047619048
2019-07-18,July,2019,Participant Transactions,0.916381252,0.0,0.06,31.0,507.10258620689655,0.038461538
2019-07-18,July,2019,RAM,0.9675991429999999,0.0,0.05,42.0,999.41037988229,0.023255814
2019-07-18,July,2019,RCS PHONES,,0.0,0.0,29.0,,0.111111111
2019-07-18,July,2019,RIS,1.017558677,0.0,0.08,33.0,610.0,0.019607843
2019-07-18,July,2019,SCS,,0.0,0.08,40.0,,
2019-07-18,July,2019,WISE,0.9563585659999999,0.0,0.02,26.0,565.4332386363636,0.006756757
2019-07-19,July,2019,Client Transactions,0.74443923,0.0,0.05,31.0,269.37315748642357,0.047619048
2019-07-19,July,2019,Participant Transactions,0.8892512140000001,0.0,0.07,32.0,459.344398340249,0.038461538
2019-07-19,July,2019,RAM,0.890464017,0.0,0.05,25.0,922.5525976814083,0.023255814
2019-07-19,July,2019,RCS PHONES,,0.0,0.06,41.0,,0.111111111
2019-07-19,July,2019,RIS,0.993424387,1.283333333,0.09,35.0,634.0,0.019607843
2019-07-19,July,2019,SCS,,9.0,0.06,39.0,,
2019-07-19,July,2019,WISE,0.968561315,0.0,0.06,32.0,567.2233987603306,0.006756757
2019-07-22,July,2019,Client Transactions,0.723487375,0.0,0.01,29.0,247.85485631138596,0.047619048
2019-07-22,July,2019,Participant Transactions,0.881407024,0.0,0.1,27.0,493.95474544311753,0.038461538
2019-07-22,July,2019,RAM,0.968228858,0.0,0.07,32.0,927.8139815186822,0.023255814
2019-07-22,July,2019,RCS PHONES,,0.0,0.04,30.0,,0.111111111
2019-07-22,July,2019,RIS,,0.0,0.08,37.0,631.9607552758238,0.019607843
2019-07-22,July,2019,SCS,,0.41666666700000005,0.07,32.0,,
2019-07-22,July,2019,WISE,,0.0,0.1,25.0,557.7937632135306,0.006756757
2019-07-23,July,2019,Client Transactions,,0.0,0.05,44.0,300.87907416154934,0.047619048
2019-07-23,July,2019,Participant Transactions,,0.0,0.1,35.0,443.5279310344828,0.038461538
2019-07-23,July,2019,RAM,,0.0,0.04,40.0,970.312343828086,0.023255814
2019-07-23,July,2019,RCS PHONES,,0.0,0.09,33.0,,0.111111111
2019-07-23,July,2019,RIS,,0.0,0.04,37.0,649.5118439386902,0.019607843
2019-07-23,July,2019,SCS,,0.0,0.03,35.0,,
2019-07-23,July,2019,WISE,,0.0,0.07,30.0,553.7969214849307,0.006756757
2019-07-24,July,2019,Client Transactions,0.882296072,0.0,0.0,29.0,411.6191723415401,0.047619048
2019-07-24,July,2019,Participant Transactions,0.887991071,0.0,0.0,27.0,548.5614255765199,0.038461538
2019-07-24,July,2019,RAM,0.9602565890000001,0.0,0.05,39.0,825.4164484023049,0.023255814
2019-07-24,July,2019,RCS PHONES,,0.0,0.01,31.0,,0.111111111
2019-07-24,July,2019,RIS,1.00240846,0.0,0.05,35.0,645.0,0.019607843
2019-07-24,July,2019,SCS,,0.0,0.04,37.0,,
2019-07-24,July,2019,WISE,0.954520127,0.0,0.06,25.0,556.9569142388182,0.006756757
2019-07-25,July,2019,Client Transactions,0.743873426,0.0,0.01,25.0,342.5584541062802,0.047619048
2019-07-25,July,2019,Participant Transactions,0.868637507,0.0,0.05,28.0,542.6691762621789,0.038461538
2019-07-25,July,2019,RAM,0.972587814,0.0,0.04,37.0,895.2982749026155,0.023255814
2019-07-25,July,2019,RCS PHONES,,0.0,0.07,42.0,,0.111111111
2019-07-25,July,2019,RIS,1.019386973,0.0,0.03,39.0,637.0,0.019607843
2019-07-25,July,2019,SCS,,7.25,0.07,46.0,,
2019-07-25,July,2019,WISE,0.979275218,0.0,0.04,27.0,555.6485319516407,0.006756757
2019-07-26,July,2019,Client Transactions,0.798205217,0.0,0.0,29.0,296.2866449511401,0.047619048
2019-07-26,July,2019,Participant Transactions,0.934731265,0.0,0.06,33.0,491.8604468835751,0.038461538
2019-07-26,July,2019,RAM,0.97350266,0.0,0.04,34.0,957.9094147582697,0.023255814
2019-07-26,July,2019,RCS PHONES,,0.0,0.11,52.0,,0.111111111
2019-07-26,July,2019,RIS,1.044037632,0.0,0.06,40.0,663.0,0.019607843
2019-07-26,July,2019,SCS,,8.55,0.07,46.0,,
2019-07-26,July,2019,WISE,0.9812426740000001,0.0,0.07,31.0,553.9145546705286,0.006756757
2019-07-29,July,2019,Client Transactions,0.78977537,0.0,0.03,27.0,294.8780487804878,0.047619048
2019-07-29,July,2019,Participant Transactions,0.9666205809999999,0.0,0.07,22.0,540.8472041612483,0.038461538
2019-07-29,July,2019,RAM,0.95252327,0.0,0.08,24.0,895.8962472406181,0.023255814
2019-07-29,July,2019,RCS PHONES,,0.0,0.11,34.0,,0.111111111
2019-07-29,July,2019,RIS,1.019689815,0.26666666699999997,0.07,33.0,647.0,0.019607843
2019-07-29,July,2019,SCS,,0.0,0.09,38.0,,
2019-07-29,July,2019,WISE,0.9793214570000001,0.0,0.11,27.0,561.3981693363844,0.006756757
2019-07-30,July,2019,Client Transactions,0.880120314,0.0,0.01,35.0,315.2254286909243,0.047619048
2019-07-30,July,2019,Participant Transactions,0.828933681,0.0,0.04,28.0,442.426267281106,0.038461538
2019-07-30,July,2019,RAM,0.961134899,0.0,0.05,30.0,889.6045694200352,0.023255814
2019-07-30,July,2019,RCS PHONES,,0.0,0.1,39.0,,0.111111111
2019-07-30,July,2019,RIS,0.9989403290000001,0.0,0.03,37.0,590.0,0.019607843
2019-07-30,July,2019,SCS,,0.2,0.04,39.0,,
2019-07-30,July,2019,WISE,0.9578957029999999,0.0,0.03,23.0,542.133813495072,0.006756757
2019-07-31,July,2019,Client Transactions,0.839935622,0.0,0.01,23.0,354.95456389452335,0.047619048
2019-07-31,July,2019,Participant Transactions,0.871706795,0.0,0.04,28.0,416.3830845771144,0.038461538
2019-07-31,July,2019,RAM,0.971637078,0.0,0.05,38.0,995.527687296417,0.023255814
2019-07-31,July,2019,RCS PHONES,,0.0,0.01,32.0,,0.111111111
2019-07-31,July,2019,RIS,1.022434089,0.0,0.08,42.0,560.0,0.019607843
2019-07-31,July,2019,SCS,,9.65,0.07,42.0,,
2019-07-31,July,2019,WISE,0.9750742090000001,0.0,0.05,25.0,529.7039788466382,0.006756757
2019-08-01,August,2019,Client Transactions,0.8260295329999999,0.0,0.07,24.0,382.7689956331878,0.046511628
2019-08-01,August,2019,Participant Transactions,0.9000098870000001,0.0,0.02,24.0,506.6347177848775,0.035087719
2019-08-01,August,2019,RAM,0.9755593770000001,0.0,0.02,39.0,979.9238372093023,0.024390244
2019-08-01,August,2019,RCS PHONES,,0.0,0.01,30.0,,0.111111111
2019-08-01,August,2019,RIS,1.019198133,0.0,0.04,39.0,586.0,0.022222222000000003
2019-08-01,August,2019,SCS,,0.0,0.08,44.0,,
2019-08-01,August,2019,WISE,0.963417601,0.0,0.05,29.0,550.056179775281,0.006711409000000001
2019-08-02,August,2019,Client Transactions,0.84442533,0.0,0.0,25.0,328.14588961790815,0.046511628
2019-08-02,August,2019,Participant Transactions,0.8711705820000001,0.0,0.08,32.0,447.63002773925103,0.035087719
2019-08-02,August,2019,RAM,0.9020555859999999,0.0,0.02,26.0,940.2682926829268,0.024390244
2019-08-02,August,2019,RCS PHONES,,0.0,0.05,37.0,,0.111111111
2019-08-02,August,2019,RIS,1.011956178,0.55,0.07,38.0,629.0,0.022222222000000003
2019-08-02,August,2019,SCS,,0.0,0.1,47.0,,
2019-08-02,August,2019,WISE,0.9608312729999999,0.0,0.06,31.0,556.0799375266222,0.006711409000000001
2019-08-05,August,2019,Client Transactions,0.817688069,0.0,0.14,37.0,259.6459028550241,0.046511628
2019-08-05,August,2019,Participant Transactions,0.928172856,0.0,0.09,25.0,491.82872577057515,0.035087719
2019-08-05,August,2019,RAM,0.945849383,0.0,0.04,28.0,930.3145877378436,0.024390244
2019-08-05,August,2019,RCS PHONES,,0.0,0.01,23.0,,0.111111111
2019-08-05,August,2019,RIS,1.010501943,0.0,0.11,32.0,643.0,0.022222222000000003
2019-08-05,August,2019,SCS,,0.0,0.14,41.0,,
