date,bu,VOLUME - HANDLED,TOTAL TIME - AHT (sec),AHT CALC,Sum of PRODUCTIVE TIME - ACTUAL (hrs),Sum of PRODUCTIVE TIME - SCHEDULED (hrs),Conformance CALC,Attrition,EOM Headcount,Attrition % CALC,System Outage (hrs),Unplanned out,Shrinkage,Regular Scheduled Time (no OT),Unplanned out % CALC,Shrinkage % CALC,month,year,aht
2019-03-15,WISE,6790,3665309,539.8098675,1097.118889,1133.866667,0.9675907420000001,0,0,,0.5,165.0,690.3833333,2125.916667,0.08,32.0,March,2019,539.8098674521354
2019-03-18,Client Transactions,3351,1070551,319.4720979,224.34305550000002,273.5833333,0.8200172609999999,0,0,,0.0,9.0,60.08333333,356.0,0.03,17.0,March,2019,319.4720978812295
2019-03-18,Participant Transactions,3073,1588245,516.8385942,335.2183333,381.58333339999996,0.878493121,0,0,,0.0,27.5,125.41666670000001,552.25,0.05,23.0,March,2019,516.8385942076147
2019-03-18,RAM,3283,2643717,805.2747487,449.3083333000001,454.83333330000005,0.987852693,0,0,,0.0,62.58333333,305.9166667,792.0,0.08,39.0,March,2019,805.2747487054523
2019-03-18,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,0.0,71.58333333,210.5,0.0,34.0,March,2019,
2019-03-18,RIS,3801,2269197,597,694.2991667,714.0833332000001,0.972294317,0,0,,0.0,59.0,202.75,1022.5,0.06,20.0,March,2019,597.0
2019-03-18,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,2.5,45.83333333,180.41666669999998,721.0,0.06,25.0,March,2019,
2019-03-18,WISE,9130,4964014,543.7036145,1702.5933329999998,1756.8,0.9691446570000001,0,0,,0.283333333,235.75,580.45,2159.7,0.11,27.0,March,2019,543.7036144578313
2019-03-19,Client Transactions,2857,969201,339.2373119,140.27277780000003,152.16666659999999,0.9218364370000001,0,0,,0.0,0.0,100.16666670000001,360.0,0.0,28.0,March,2019,339.23731186559326
2019-03-19,Participant Transactions,2529,1355035,535.7987347,233.7825,279.8333333,0.835434783,0,0,,0.0,25.25,135.25,521.0,0.05,26.0,March,2019,535.7987346777383
2019-03-19,RAM,1960,1879037,958.6923469,442.58416669999997,461.0,0.9600524220000001,0,0,,0.0,51.0,288.75,783.5,0.07,37.0,March,2019,958.6923469387755
2019-03-19,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,16.0,90.83333333,210.0,0.08,43.0,March,2019,
2019-03-19,RIS,2961,1738107,587,620.3822222,640.4166666,0.968716547,0,0,,0.0,41.25,232.41666669999998,1012.5,0.04,23.0,March,2019,587.0
2019-03-19,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,15.33333333,235.9833333,728.5,0.02,32.0,March,2019,
2019-03-19,WISE,7659,4046793,528.3709362,1533.069444,1592.083333,0.962932915,0,0,,0.0,141.0,582.5833332999999,2151.25,0.07,27.0,March,2019,528.3709361535449
2019-03-20,Client Transactions,2901,1020907,351.9155464,189.51722230000001,219.75,0.862421944,0,0,,0.0,1.75,78.5,360.0,0.0,22.0,March,2019,351.915546363323
2019-03-20,Participant Transactions,2173,1146003,527.3828808,212.9213889,254.75000010000002,0.8358052559999999,0,0,,0.0,14.75,162.08333330000002,524.5,0.03,31.0,March,2019,527.3828808099402
2019-03-20,RAM,2098,1854305,883.8441373,441.5458333000001,462.33333339999996,0.9550378509999999,0,0,,0.0,13.91666667,286.4166667,781.5,0.02,37.0,March,2019,883.8441372735939
2019-03-20,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,8.0,84.25,198.0,0.04,43.0,March,2019,
2019-03-20,RIS,2625,1564500,596,517.7708333,542.8333332999999,0.9538302120000001,0,0,,0.0,16.0,224.75,1003.0,0.02,22.0,March,2019,596.0
2019-03-20,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,22.25,253.0,704.5,0.03,36.0,March,2019,
2019-03-20,WISE,7311,3902677,533.8089181,1327.953333,1386.75,0.9576011059999999,0,0,,0.0,131.6666667,618.9166667000001,2107.583333,0.06,29.0,March,2019,533.8089180686636
2019-03-21,Client Transactions,2682,981090,365.8053691,234.7688889,271.0,0.866305863,0,0,,0.0,7.083333333,89.0,360.0,0.02,25.0,March,2019,365.80536912751677
2019-03-21,Participant Transactions,2350,1109181,471.9919149,222.0352778,272.6666667,0.81431031,0,0,,0.0,30.25,163.58333330000002,511.5,0.06,32.0,March,2019,471.99191489361704
2019-03-21,RAM,2129,1861237,874.2306247,344.8561111,353.5,0.975547698,0,0,,0.0,25.25,307.75,759.5,0.03,41.0,March,2019,874.2306247064349
2019-03-21,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,16.25,105.58333329999999,208.25,0.08,51.0,March,2019,
2019-03-21,RIS,2837,1608579,567,511.81111110000006,538.1666666,0.95102715,0,0,,0.0,34.75,264.9166667,1019.0,0.03,26.0,March,2019,567.0
2019-03-21,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,22.0,296.0,698.5,0.03,42.0,March,2019,
2019-03-21,WISE,6687,3623713,541.9041424,1252.983889,1309.533333,0.956817102,0,0,,0.0,189.83333330000002,686.2166667,2118.416667,0.09,32.0,March,2019,541.9041423657843
2019-03-22,Client Transactions,3110,946252,304.2610932,233.07055559999998,272.6666667,0.854781989,0,0,,0.0,3.5,87.33333333,360.0,0.01,24.0,March,2019,304.2610932475884
2019-03-22,Participant Transactions,2463,1157675,470.0263906,269.3361111,317.25,0.848971193,0,0,,0.0,38.0,176.25,546.5,0.07,32.0,March,2019,470.02639058059276
2019-03-22,RAM,2138,1868596,873.9925164,329.1602778,347.5,0.9472238209999999,0,0,,0.0,57.75,331.0,759.5,0.08,44.0,March,2019,873.9925163704397
2019-03-22,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,13.25,79.75,208.5,0.06,38.0,March,2019,
2019-03-22,RIS,2772,1591128,574,557.3836111,575.4166667000001,0.968660874,0,0,,0.0,52.75,255.91666669999998,996.5,0.05,26.0,March,2019,574.0
2019-03-22,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,53.25,281.0,717.0,0.07,39.0,March,2019,
2019-03-22,WISE,7075,3742628,528.9933569,1254.127222,1308.916667,0.9581413809999999,0,0,,0.0,212.83333330000002,705.25,2095.75,0.1,34.0,March,2019,528.9933568904594
2019-03-25,Client Transactions,2969,1069841,360.3371506,246.2827778,300.5,0.8195766320000001,0,0,,0.0,8.5,59.5,360.0,0.02,17.0,March,2019,360.33715055574265
2019-03-25,Participant Transactions,3269,1638435,501.203732,342.0922222,366.5,0.933403062,0,0,,0.0,8.5,117.5,545.25,0.02,22.0,March,2019,501.2037320281432
2019-03-25,RAM,3278,2740152,835.9219036,511.6519445,529.1666667,0.9669013120000001,0,0,,0.0,20.0,205.83333330000002,764.0,0.03,27.0,March,2019,835.921903599756
2019-03-25,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,3.75,55.58333333,210.75,0.02,26.0,March,2019,
2019-03-25,RIS,3504,2042832,583,644.4594444,673.4166666,0.9569995459999999,0,0,,0.0,115.58333329999999,238.66666669999998,1019.5,0.11,23.0,March,2019,583.0
2019-03-25,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,91.91666667,191.08333330000002,719.9166667000001,0.13,27.0,March,2019,
2019-03-25,WISE,9133,4819754,527.7295522,1586.016111,1662.483333,0.954004217,0,0,,0.0,265.0166667,636.7666667000001,2138.75,0.12,30.0,March,2019,527.729552173437
2019-03-26,Client Transactions,2484,881022,354.678744,204.6663889,232.08333330000002,0.881865949,0,0,,0.0,3.0,127.91666670000001,360.0,0.01,36.0,March,2019,354.67874396135267
2019-03-26,Participant Transactions,2517,1203592,478.185141,229.98916659999998,243.5,0.944514031,0,0,,0.0,50.0,199.16666669999998,524.5,0.1,38.0,March,2019,478.18514104092174
2019-03-26,RAM,1875,1647038,878.4202667,270.5647222,284.75,0.950183397,0,0,,0.0,61.5,373.5,760.0,0.08,49.0,March,2019,878.4202666666666
2019-03-26,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,9.0,56.33333333,210.0,0.04,27.0,March,2019,
2019-03-26,RIS,2821,1607970,570,585.0972222,606.3333332999999,0.964976177,0,0,,0.0,101.25,256.9166667,1019.0,0.1,25.0,March,2019,570.0
2019-03-26,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,53.0,229.91666669999998,720.0,0.07,32.0,March,2019,
2019-03-26,WISE,7539,4023152,533.645311,1436.031111,1494.516667,0.960866575,0,0,,0.9,172.25,657.15,2102.466667,0.08,31.0,March,2019,533.6453110492108
2019-03-27,Client Transactions,2463,969706,393.7092976,239.805,279.75,0.857211796,0,0,,0.0,8.0,80.25,360.0,0.02,22.0,March,2019,393.7092976045473
2019-03-27,Participant Transactions,2160,1162554,538.2194444,251.7286111,268.0000001,0.9392858620000001,0,0,,0.0,34.0,201.41666669999998,532.5,0.06,38.0,March,2019,538.2194444444444
2019-03-27,RAM,1928,1797864,932.5020747,366.0027778,385.5000001,0.949423548,0,0,,0.0,24.0,317.0,748.0,0.03,42.0,March,2019,932.5020746887967
2019-03-27,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,16.5,78.0,198.5,0.08,39.0,March,2019,
2019-03-27,RIS,2757,1532892,556,550.3741667,559.4166666,0.983835841,0,0,,0.0,49.08333333,237.66666669999998,1008.0,0.05,24.0,March,2019,556.0
2019-03-27,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,29.91666667,208.41666669999998,694.5,0.04,30.0,March,2019,
2019-03-27,WISE,6974,3703999,531.1154287,1240.265556,1276.933333,0.971284501,0,0,,0.683333333,175.6333333,654.3166667,2062.0,0.09,32.0,March,2019,531.1154287353025
2019-03-28,Client Transactions,2475,1111169,448.9571717,267.2461111,310.0833333,0.8618525490000001,0,0,,0.0,2.0,69.41666667,379.5,0.01,18.0,March,2019,448.9571717171717
2019-03-28,Participant Transactions,2367,1314763,555.4554288,286.75555560000004,289.66666680000003,0.9899501340000001,0,0,,0.0,33.5,179.66666669999998,519.9166667,0.06,35.0,March,2019,555.4554288128433
2019-03-28,RAM,2138,1957705,915.671188,338.8405556,351.5,0.9639845109999999,0,0,,0.0,24.0,295.75,744.0,0.03,40.0,March,2019,915.6711880261927
2019-03-28,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,16.83333333,63.83333333,208.0,0.08,31.0,March,2019,
2019-03-28,RIS,3196,1687488,528,564.6133332999999,584.0833332999999,0.966665716,0,0,,0.0,44.5,217.0,1016.5,0.04,21.0,March,2019,528.0
2019-03-28,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,14.75,211.91666669999998,714.5,0.02,30.0,March,2019,
2019-03-28,WISE,6471,3505884,541.7839592,1291.7725,1334.0,0.9683452020000001,0,0,,1.8333333330000001,130.6666667,620.1666667000001,2080.5,0.06,30.0,March,2019,541.7839592025962
2019-03-29,Client Transactions,4052,1323043,326.5160415,265.7558333,280.16666660000004,0.948563355,0,0,,0.0,8.5,98.33333333,378.5,0.02,26.0,March,2019,326.5160414610069
2019-03-29,Participant Transactions,2958,1383822,467.8235294,271.8,293.0,0.9276450509999999,0,0,,0.0,38.0,163.58333330000002,520.0,0.07,31.0,March,2019,467.8235294117647
2019-03-29,RAM,2076,1963330,945.7273603,387.5825,404.0,0.959362624,0,0,,0.0,56.0,290.75,744.0,0.08,39.0,March,2019,945.7273603082851
2019-03-29,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,7.75,23.0,90.83333333,208.75,0.11,44.0,March,2019,
2019-03-29,RIS,2817,1650762,586,549.2869444,554.9166667000001,0.989854833,0,0,,1.9166666669999999,73.0,228.83333330000002,998.0,0.07,23.0,March,2019,586.0
2019-03-29,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,29.41666667,189.83333330000002,706.0,0.04,27.0,March,2019,
2019-03-29,WISE,6840,3674202,537.1640351,1310.134167,1376.25,0.9519594309999999,0,0,,1.083333333,148.75,622.5,2040.8333329999998,0.07,31.0,March,2019,537.1640350877193
2019-04-01,Client Transactions,3003,865233,288.1228771,210.42972220000001,257.1666666,0.818262044,0,0,,0.0,25.25,103.33333329999999,360.5,0.07,29.0,April,2019,288.1228771228771
2019-04-01,Participant Transactions,3715,1630577,438.9170929,337.0672222,394.58333339999996,0.8542358320000001,0,0,,0.0,30.5,94.66666667,539.75,0.06,18.0,April,2019,438.9170928667564
2019-04-01,RAM,3091,2742414,887.2254934,553.2058334,580.4166667000001,0.9531184490000001,0,0,,0.0,36.0,145.33333330000002,750.0,0.05,19.0,April,2019,887.2254933678421
2019-04-01,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,18.0,58.33333333,211.75,0.09,28.0,April,2019,
2019-04-01,RIS,4018,2318386,577,825.2544444,835.85,0.987323616,0,0,,1.133333333,121.51666670000002,222.06666669999998,998.3833332999999,0.12,22.0,April,2019,577.0
2019-04-01,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,56.25,159.0,721.5,0.08,22.0,April,2019,
2019-04-01,WISE,9873,5469069,553.9419629,1623.971944,1678.75,0.967369736,0,0,,0.0,199.83333330000002,537.9166667000001,2071.0,0.1,26.0,April,2019,553.9419629292008
2019-04-02,Client Transactions,2257,775884,343.7678334,148.17583330000002,184.91666669999998,0.8013114020000001,0,0,,0.0,1.0,115.33333329999999,352.0,0.0,33.0,April,2019,343.76783340717765
2019-04-02,Participant Transactions,3074,1218988,396.5478204,253.8727778,305.2500001,0.8316880520000001,0,0,,0.0,31.25,150.91666669999998,521.5,0.06,29.0,April,2019,396.5478204294079
2019-04-02,RAM,2420,2156499,891.1152893,537.0163888999999,563.75,0.95257896,0,0,,0.0,24.5,140.25,743.5,0.03,19.0,April,2019,891.1152892561984
2019-04-02,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,17.0,67.58333333,210.25,0.08,32.0,April,2019,
2019-04-02,RIS,3234,1869252,578,802.1922222000001,819.1666667000001,0.979278399,0,0,,0.0,63.0,216.08333330000002,995.0,0.06,22.0,April,2019,578.0
2019-04-02,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,45.5,202.5,720.5,0.06,28.0,April,2019,
2019-04-02,WISE,7946,4249463,534.7927259,1518.481667,1573.0,0.9653411740000001,0,0,,0.0,104.08333329999999,541.3333332999999,2051.5,0.05,26.0,April,2019,534.7927258998238
2019-04-03,Client Transactions,2233,905603,405.5544111,151.99027780000003,196.16666669999998,0.7748017559999999,0,0,,0.0,6.0,89.75,360.0,0.02,25.0,April,2019,405.55441110613526
2019-04-03,Participant Transactions,2851,1221355,428.3952999,227.88972230000002,256.8333334,0.8873058620000001,0,0,,0.0,32.25,178.5,521.0,0.06,34.0,April,2019,428.39529989477376
2019-04-03,RAM,2081,1945041,934.6665065,467.5994445,494.33333339999996,0.945919308,0,0,,0.0,45.33333333,195.66666669999998,739.5,0.06,26.0,April,2019,934.6665064872658
2019-04-03,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,16.0,63.25,198.25,0.08,32.0,April,2019,
2019-04-03,RIS,2998,1744836,582,585.5725,577.75,1.013539593,0,0,,1.216666667,60.58333333,241.3,977.1333332999999,0.06,25.0,April,2019,582.0
2019-04-03,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,14.91666667,179.83333330000002,697.5,0.02,26.0,April,2019,
2019-04-03,WISE,7336,3921277,534.5252181,1437.194444,1472.833333,0.975802497,0,0,,0.0,108.25,550.0833332999999,2172.0,0.05,25.0,April,2019,534.5252181025082
2019-04-04,Client Transactions,2180,901835,413.6857798,232.02444440000002,283.91666660000004,0.8172272770000001,0,0,,0.0,1.0,68.08333333,352.0,0.0,19.0,April,2019,413.6857798165138
2019-04-04,Participant Transactions,2548,1100243,431.8065149,260.1908333,271.08333339999996,0.959818629,0,0,,0.0,38.0,181.33333330000002,511.5,0.07,35.0,April,2019,431.8065149136578
2019-04-04,RAM,2297,2111038,919.0413583,499.3205556,516.5,0.966738733,0,0,,0.0,22.75,143.0,735.5,0.03,19.0,April,2019,919.0413582934262
2019-04-04,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,8.0,52.58333333,208.25,0.04,25.0,April,2019,
2019-04-04,RIS,2936,1796832,612,581.1880556,585.5,0.9926354490000001,0,0,,0.0,83.41666667,230.0,969.0,0.09,24.0,April,2019,612.0
2019-04-04,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,48.5,203.66666669999998,706.0,0.07,29.0,April,2019,
2019-04-04,WISE,7149,3780732,528.847671,1387.700833,1434.0,0.967713273,0,0,,0.0,83.75,603.0833332999999,2206.833333,0.04,27.0,April,2019,528.8476710029374
2019-04-05,Client Transactions,2730,887737,325.1783883,210.2152778,261.0833333,0.8051654429999999,0,0,,0.0,6.0,90.91666667,352.0,0.02,26.0,April,2019,325.1783882783883
2019-04-05,Participant Transactions,2614,1074805,411.1725325,237.44916669999998,262.1666667,0.905718372,0,0,,0.0,48.91666667,185.08333330000002,514.5,0.1,36.0,April,2019,411.172532517215
2019-04-05,RAM,2449,2155442,880.1314822,466.67611110000007,494.0,0.944688484,0,0,,0.0,37.75,174.5,735.5,0.05,24.0,April,2019,880.131482237648
2019-04-05,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,16.5,66.83333333,208.5,0.08,32.0,April,2019,
2019-04-05,RIS,3124,1858780,595,553.1486111,558.1666667000001,0.991009754,0,0,,0.0,71.91666667,239.33333330000002,976.5,0.07,25.0,April,2019,595.0
2019-04-05,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,59.0,221.83333330000002,707.5,0.08,31.0,April,2019,
2019-04-05,WISE,6857,3726055,543.3943415,1328.581944,1403.0,0.946957908,0,0,,0.916666667,177.0,712.5833332999999,2187.666667,0.08,33.0,April,2019,543.3943415487822
2019-04-08,Client Transactions,2962,927953,313.2859554,132.33111110000002,152.58333330000002,0.867271072,0,0,,0.0,9.833333332999999,98.83333333,380.0,0.03,26.0,April,2019,313.28595543551654
2019-04-08,Participant Transactions,3280,1458039,444.5240854,310.8872222,360.75,0.861780242,0,0,,0.0,53.0,155.25,547.0,0.1,28.0,April,2019,444.52408536585364
2019-04-08,RAM,3077,2561538,832.479038,540.0108333,560.5,0.9634448409999999,0,0,,0.0,45.0,152.75,734.0,0.06,21.0,April,2019,832.4790380240494
2019-04-08,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,16.33333333,56.16666667,210.75,0.08,27.0,April,2019,
2019-04-08,RIS,4378,2618044,598,864.5983332999999,875.5,0.987548068,0,0,,0.0,79.0,178.91666669999998,971.5,0.08,18.0,April,2019,598.0
2019-04-08,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,40.0,143.08333330000002,721.5,0.06,20.0,April,2019,
2019-04-08,WISE,9349,5102127,545.7404,1780.8994440000001,1819.9,0.9785699459999999,0,0,,0.0,133.4333333,526.35,2229.0,0.06,24.0,April,2019,545.7404000427853
2019-04-09,Client Transactions,2256,789951,350.1555851,210.8641667,248.75,0.8476951420000001,0,0,,0.0,1.25,111.25,360.0,0.0,31.0,April,2019,350.155585106383
2019-04-09,Participant Transactions,2271,1254400,552.3557904,284.49194439999997,326.4166667,0.871560718,0,0,,0.0,34.25,174.25,556.0,0.06,31.0,April,2019,552.3557904007046
2019-04-09,RAM,2180,2104442,965.340367,522.7969445,538.75,0.97038876,0,0,,0.0,34.75,164.5,727.5,0.05,23.0,April,2019,965.3403669724771
2019-04-09,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,0.0,35.83333333,210.25,0.0,17.0,April,2019,
2019-04-09,RIS,3757,2171546,578,837.305,862.4166667000002,0.9708822109999999,0,0,,0.0,38.25,173.08333330000002,968.5,0.04,18.0,April,2019,578.0
2019-04-09,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.41666666700000005,26.25,160.41666669999998,713.4166667000001,0.04,22.0,April,2019,
2019-04-09,WISE,7711,4205089,545.3364025,1470.9308330000001,1522.75,0.9659700109999999,0,0,,0.333333333,106.75,588.1666667000001,2205.166667,0.05,27.0,April,2019,545.3364025418234
2019-04-10,Client Transactions,2870,970200,338.0487805,251.2341667,291.1666667,0.862853463,0,0,,0.0,0.833333333,68.83333333,360.0,0.0,19.0,April,2019,338.0487804878049
2019-04-10,Participant Transactions,2442,1497198,613.1031941,360.2105555,382.58333339999996,0.941521818,0,0,,0.0,23.25,145.66666669999998,565.5,0.04,26.0,April,2019,613.1031941031941
2019-04-10,RAM,2229,2108607,945.9878869,524.1511111000001,558.25,0.938918247,0,0,,0.0,5.0,140.0,724.25,0.01,19.0,April,2019,945.9878869448183
2019-04-10,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,4.0,31.75,196.25,0.02,16.0,April,2019,
2019-04-10,RIS,3450,1925100,558,696.2891667,700.4333333,0.994083425,0,0,,0.0,30.31666667,132.0666667,957.75,0.03,14.0,April,2019,558.0
2019-04-10,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,1.0,27.0,140.08333330000002,684.0833332999999,0.04,20.0,April,2019,
2019-04-10,WISE,7168,3905495,544.851423,1449.989444,1539.666667,0.94175543,0,0,,0.0,107.08333329999999,467.91666669999995,2174.0,0.05,22.0,April,2019,544.8514229910714
2019-04-11,Client Transactions,2164,986564,455.8983364,246.6838889,275.75,0.894592525,0,0,,0.0,0.0,84.25,360.0,0.0,23.0,April,2019,455.89833641404806
2019-04-11,Participant Transactions,2426,1315801,542.3746908,331.12,372.0,0.8901075270000001,0,0,,0.0,17.25,156.08333330000002,551.0,0.03,28.0,April,2019,542.3746908491344
2019-04-11,RAM,2458,2343446,953.3954434,515.1688889,534.75,0.9633826809999999,0,0,,0.0,27.0,160.0,719.5,0.04,22.0,April,2019,953.3954434499593
2019-04-11,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,12.5,49.33333333,208.75,0.06,24.0,April,2019,
2019-04-11,RIS,3119,1734164,556,584.535,603.0,0.9693781090000001,0,0,,0.0,49.16666667,192.75,967.5,0.05,20.0,April,2019,556.0
2019-04-11,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,4.033333333,53.08333333,194.2,698.5,0.08,28.0,April,2019,
2019-04-11,WISE,7437,3916305,526.5974183,1416.240556,1473.166667,0.961357997,0,0,,0.833333333,126.75,526.5833333,2200.5,0.06,24.0,April,2019,526.5974183138362
2019-04-12,Client Transactions,2554,975741,382.0442443,243.55333330000002,272.58333339999996,0.8935004590000001,0,0,,0.0,0.5,95.41666667,368.0,0.0,26.0,April,2019,382.0442443226312
2019-04-12,Participant Transactions,2192,1360168,620.5145985,279.365,314.83333339999996,0.8873425090000001,0,0,,0.0,21.0,159.91666669999998,538.0,0.04,30.0,April,2019,620.514598540146
2019-04-12,RAM,2323,2121475,913.2479552,521.5525,543.25,0.960059825,0,0,,0.0,63.0,154.75,719.5,0.09,22.0,April,2019,913.2479552303056
2019-04-12,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,0.5,45.08333333,209.5,0.0,22.0,April,2019,
2019-04-12,RIS,3492,1986948,569,619.955,629.3333332999999,0.9850979870000001,0,0,,0.0,34.33333333,196.16666669999998,966.0,0.04,20.0,April,2019,569.0
2019-04-12,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,34.16666667,167.08333330000002,691.5,0.05,24.0,April,2019,
2019-04-12,WISE,7729,4144793,536.2651054,1382.065833,1462.0,0.945325468,0,0,,0.0,149.66666669999998,628.3333332999999,2172.416667,0.07,29.0,April,2019,536.2651054470177
2019-04-15,Client Transactions,2977,936866,314.7013772,226.3327778,256.6666667,0.881816017,0,0,,0.0,9.5,111.33333329999999,368.0,0.03,30.0,April,2019,314.7013772253947
2019-04-15,Participant Transactions,3317,1696024,511.3126319,378.4538889,402.5,0.9402581090000001,0,0,,0.0,41.0,124.75,560.0,0.07,22.0,April,2019,511.3126318962918
2019-04-15,RAM,3411,2904787,851.5939607,572.0925,588.5,0.972119796,0,0,,0.0,31.5,118.5,728.0,0.04,16.0,April,2019,851.5939607153327
2019-04-15,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,1.0,18.58333333,46.83333333,208.75,0.09,22.0,April,2019,
2019-04-15,RIS,4468,2528888,566,879.1772222000001,897.4999999,0.9795846490000001,0,0,,0.0,69.0,173.0,968.5,0.07,18.0,April,2019,566.0
2019-04-15,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,62.5,171.58333330000002,691.75,0.09,25.0,April,2019,
2019-04-15,WISE,10546,5565456,527.7314622,1740.594444,1796.1833329999997,0.969051662,0,0,,1.25,203.2333333,529.9833333,2211.083333,0.09,24.0,April,2019,527.73146216575
2019-04-16,Client Transactions,2419,819317,338.7007028,198.9597222,231.91666669999998,0.8578931609999999,0,0,,0.0,2.0,136.08333330000002,368.0,0.01,37.0,April,2019,338.70070276973956
2019-04-16,Participant Transactions,2740,1371712,500.6248175,196.44166669999998,230.75,0.851318165,0,0,,0.0,30.5,190.08333330000002,540.0,0.06,35.0,April,2019,500.62481751824816
2019-04-16,RAM,2257,2090098,926.0513957,512.6058333999999,536.25,0.9559083140000001,0,0,,0.0,36.0,150.25,712.0,0.05,21.0,April,2019,926.051395657953
2019-04-16,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,7.75,27.5,98.0,207.75,0.13,47.0,April,2019,
2019-04-16,RIS,2525,1320575,523,533.5713889,543.4166667000001,0.9818826359999999,0,0,,0.0,68.08333333,253.08333330000002,965.5,0.07,26.0,April,2019,523.0
2019-04-16,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,47.01666667,208.0166667,682.0,0.07,31.0,April,2019,
2019-04-16,WISE,8337,4369006,524.0501379,1636.964167,1719.25,0.9521385290000001,0,0,,0.833333333,163.16666669999998,565.5833332999999,2205.166667,0.07,26.0,April,2019,524.0501379393068
2019-04-17,Client Transactions,2234,764035,342.0031334,178.4,243.6666668,0.732147743,0,0,,0.0,28.5,124.33333329999999,368.0,0.08,34.0,April,2019,342.00313339301704
2019-04-17,Participant Transactions,2382,1270733,533.4731318,280.5602778,320.0,0.876750868,0,0,,0.0,38.0,172.75,548.0,0.07,32.0,April,2019,533.4731318219983
2019-04-17,RAM,1733,1612676,930.5689556,443.99388889999994,470.25,0.944165633,0,0,,0.0,29.0,199.5,712.0,0.04,28.0,April,2019,930.5689555683786
2019-04-17,RCS PHONES,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,16.0,100.75,205.5,0.08,49.0,April,2019,
2019-04-17,RIS,2260,1141300,505,453.26861110000004,462.75,0.979510775,0,0,,0.0,41.5,334.5,966.5,0.04,35.0,April,2019,505.0
2019-04-17,SCS,0,0,#DIV/0!,0.0,0.0,,0,0,,0.0,44.0,213.0,678.0,0.06,31.0,April,2019,
2019-04-17,WISE,7243,3831576,529.0040039,1508.947222,1580.685,0.954616019,0,0,,0.25,79.25,537.9,2175.5,0.04,25.0,April,2019,529.0040038658015
2019-04-18,Client Transactions,2520,956980,379.7539683,212.4366667,235.83333340000001,0.9007915190000001,0,0,,0.0,17.5,132.1666667,368.0,0.05,36.0,April,2019,379.75396825396825
2019-04-18,Participant Transactions,2343,1378660,588.41656,312.1138889,385.5,0.809633953,0,0,,0.0,23.5,140.5,541.0,0.04,26.0,April,2019,588.4165599658558
