,old,prophet,kpi,start_train,end_train,end_test
BRO_ah,51.3463748500816,26.136196360209922,aht,2018-11-01,2020-12-13,
BRO_ah,50.1750342311441,17.030055480089935,aht,2018-11-01,2020-12-20,2020-12-28
