,old,prophet,kpi,start_train,end_train,end_test
BRO_ah,32.18904309125732,27.98901896362,aht,2018-11-01,2020-12-01,
BRO_ah,51.3463748500816,26.13619636020992,aht,2018-11-01,2020-12-13,2020-12-28
