,old,prophet,kpi,start_train,end_train
CS-Nat,11322.122807017544,7020.77212964177,handle_time,2017-01-01,2020-09-01
CS-Nat,9472.0,6349.783906378147,handle_time,2016-11-01,2020-11-01
