,old,prophet,kpi,start_train,end_train,end_test
CS-Nat,29.575697875709768,25.13499698795125,aht,2016-11-01,2020-12-13,
CS-Nat,29.57569787570977,22.19268645290709,aht,2019-11-01,2020-12-13,2020-12-28
