,old,prophet,kpi,start_train,end_train,end_test
PSG_ah,84.43054313053456,51.438794658699685,aht,2019-11-01,2020-12-01,
PSG_ah,89.21330924668437,45.92051198232993,aht,2019-11-01,2020-12-04,2020-12-13
