,old,prophet,kpi,start_train,end_train,end_test
CS-Mar,41.74955538657829,13.410963818230515,aht,2017-11-01,2020-12-04,
CS-Mar,22.10589161832553,12.955566261243359,aht,2017-11-01,2020-12-20,2020-12-28
