,old,prophet,kpi,start_train,end_train
BRO_ah,23283.42857142857,22159.426851548862,handle_time,2018-11-01,2020-11-01
BRO_ah,24181.5625,22011.492589191846,handle_time,2016-11-01,2020-11-01
