,old,prophet,kpi,start_train,end_train,end_test
RIS_ah,390935.5,57773.310684405566,handle_time,2019-11-01,2020-12-01,
RIS_ah,390935.5,57773.31068440556,handle_time,2019-11-01,2020-12-01,2020-12-07
