,old,prophet,kpi,start_train,end_train,end_test
RCS-PH,51.25,26.53831851884717,volume,2018-11-01,2020-12-01,
RCS-PH,51.25,26.538318518847163,volume,2018-11-01,2020-12-01,2020-12-07
