,old,prophet,kpi,start_train,end_train,end_test
RIS_ah,46.261258759851714,40.21452092355425,aht,2017-01-20,2020-06-01,
RIS_ah,141.55757001902685,22.556253481893094,aht,2019-11-01,2020-12-01,2020-12-07
