,old,prophet,kpi,start_train,end_train,end_test
CS-Ala,89.31028352255898,39.68867506675205,aht,2016-01-01,2020-12-04,
CS-Ala,75.01075473609566,31.921427130653246,aht,2016-01-01,2020-12-13,2020-12-28
