,old,prophet,kpi,start_train,end_train,end_test
CS-Joh,26.40160152795756,29.71333533099537,aht,2019-12-01,2020-12-01,
CS-Joh,29.14041663846583,24.979869446295424,aht,2019-12-01,2020-12-04,2020-12-13
