,,,,,
,Date,Dow Jones  value,RIS Forecast Volume,RIS Actual Volume,
,7/14/2020,26642.59,3124,3229,
,7/15/2020,26870.1,3028,3035,
,7/16/2020,26734.71,2245,2302,
,7/17/2020,26671.95,2144,2282,
,7/20/2020,26680.87,2511,2917,
,7/21/2020,26840.4,2087,2505,
,7/22/2020,27005.84,1846,2131,
,7/23/2020,26652.33,1712,2059,
,7/24/2020,26469.89,1746,1970,
,7/27/2020,26584.77,2873,2571,
,7/28/2020,26379.28,2467,2030,
,7/29/2020,26539.57,2099,1963,
,7/30/2020,26313.65,2028,1959,
,7/31/2020,26428.32,1920,1949,
,8/3/2020,26664.4,3045,2807,
,8/4/2020,26828.47,2566,2351,
,8/5/2020,27201.52,2162,2143,
,8/6/2020,27386.98,2069,1989,
,8/7/2020,27433.48,1997,2079,
,8/10/2020,27791.44,3015,2657,
,8/11/2020,27686.91,2541,2408,
,8/12/2020,27976.84,2140,2186,
,8/13/2020,27896.72,2048,2111,
